locus_tag	protein_id	go_id	qualifier	aspect	evidence_code	reference	with_from	assigned_by	annotation_date	source_taxon	mapping_ambiguity	mapping_method
M744_RS11785	WP_011377772.1	GO:0004386	enables	F	IEA	PMID:33270901	ArchId:11425670	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11785	WP_011377772.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11425670	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11785	WP_011377772.1	GO:0016887	enables	F	IEA	PMID:33270901	ArchId:11425670	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11800	WP_039755800.1	GO:0110001	located_in	C	IEA	PMID:33270901	ArchId:10003996	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11805	WP_011242982.1	GO:0003729	enables	F	IEA	PMID:33270901	ArchId:10004385	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11810	WP_011377770.1	GO:0003677	enables	F	IEA	PMID:33270901	ArchId:18097631	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11815	WP_407830099.1	GO:0004672	enables	F	IEA	PMID:33270901	ArchId:11429476	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11815	WP_407830099.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11429476	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11815	WP_407830099.1	GO:0006468	involved_in	P	IEA	PMID:33270901	ArchId:11429476	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11835	WP_011242988.1	GO:0016787	enables	F	IEA	PMID:33270901	ArchId:366823	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11855	WP_011242992.1	GO:0006935	involved_in	P	IEA	PMID:33270901	ArchId:10002856	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11855	WP_011242992.1	GO:0007165	involved_in	P	IEA	PMID:33270901	ArchId:10002856	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11860	WP_011377767.1	GO:0000155	enables	F	IEA	PMID:33270901	ArchId:11428865	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11860	WP_011377767.1	GO:0000156	enables	F	IEA	PMID:33270901	ArchId:11428865	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11860	WP_011377767.1	GO:0000160	involved_in	P	IEA	PMID:33270901	ArchId:11428865	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11860	WP_011377767.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11428865	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11865	WP_011377766.1	GO:0005515	enables	F	IEA	PMID:33270901	HMM:NF013736.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11870	WP_231621329.1	GO:0006935	involved_in	P	IEA	PMID:33270901	ArchId:10002856	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11870	WP_231621329.1	GO:0007165	involved_in	P	IEA	PMID:33270901	ArchId:10002856	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11875	WP_011242996.1	GO:0000156	enables	F	IEA	PMID:33270901	ArchId:11433066	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11875	WP_011242996.1	GO:0000160	involved_in	P	IEA	PMID:33270901	ArchId:11433066	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11875	WP_011242996.1	GO:0003677	enables	F	IEA	PMID:33270901	ArchId:11433066	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11875	WP_011242996.1	GO:0006355	involved_in	P	IEA	PMID:33270901	ArchId:11433066	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11880	WP_231621330.1	GO:0000160	involved_in	P	IEA	PMID:33270901	HMM:NF012301.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11885	WP_011377764.1	GO:0004553	enables	F	IEA	PMID:33270901	HMM:NF016563.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11890	WP_011242999.1	GO:0008483	enables	F	IEA	PMID:33270901	HMM:TIGR03542.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11895	WP_011377763.1	GO:0004641	enables	F	IEA	PMID:33270901	HMM:TIGR00878.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11895	WP_011377763.1	GO:0006189	involved_in	P	IEA	PMID:33270901	HMM:TIGR00878.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11910	WP_011243004.1	GO:0003677	enables	F	IEA	PMID:33270901	HMM:NF001503.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11910	WP_011243004.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:NF001503.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11910	WP_011243004.1	GO:0006289	involved_in	P	IEA	PMID:33270901	HMM:NF001503.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11910	WP_011243004.1	GO:0016887	enables	F	IEA	PMID:33270901	HMM:NF001503.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11915	WP_011243005.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:10006640	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11915	WP_011243005.1	GO:0043107	involved_in	P	IEA	PMID:33270901	ArchId:10006640	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11920	WP_231621331.1	GO:0005975	involved_in	P	IEA	PMID:33270901	ArchId:10173265	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11920	WP_231621331.1	GO:0030246	enables	F	IEA	PMID:33270901	ArchId:10173265	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11920	WP_231621331.1	GO:0047938	enables	F	IEA	PMID:33270901	ArchId:10173265	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11925	WP_011377760.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11427581	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11935	WP_011377759.1	GO:0004362	enables	F	IEA	PMID:33270901	HMM:TIGR01424.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11935	WP_011377759.1	GO:0006749	involved_in	P	IEA	PMID:33270901	HMM:TIGR01424.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11935	WP_011377759.1	GO:0045454	involved_in	P	IEA	PMID:33270901	HMM:TIGR01424.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11935	WP_011377759.1	GO:0050660	enables	F	IEA	PMID:33270901	HMM:TIGR01424.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11935	WP_011377759.1	GO:0050661	enables	F	IEA	PMID:33270901	HMM:TIGR01424.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11950	WP_011243013.1	GO:0000257	enables	F	IEA	PMID:33270901	HMM:TIGR04048.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11950	WP_011243013.1	GO:0009058	involved_in	P	IEA	PMID:33270901	HMM:TIGR04048.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11955	WP_011377757.1	GO:0009058	involved_in	P	IEA	PMID:33270901	HMM:TIGR04043.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11955	WP_011377757.1	GO:0046500	involved_in	P	IEA	PMID:33270901	HMM:TIGR04043.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11955	WP_011377757.1	GO:0051539	enables	F	IEA	PMID:33270901	HMM:TIGR04043.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11965	WP_011377755.1	GO:0003824	enables	F	IEA	PMID:33270901	HMM:TIGR04049.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11965	WP_011377755.1	GO:0009058	involved_in	P	IEA	PMID:33270901	HMM:TIGR04049.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11970	WP_011377754.1	GO:0003677	enables	F	IEA	PMID:33270901	HMM:NF000868.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11970	WP_011377754.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:NF000868.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11970	WP_011377754.1	GO:0006281	involved_in	P	IEA	PMID:33270901	HMM:NF000868.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11970	WP_011377754.1	GO:0006310	involved_in	P	IEA	PMID:33270901	HMM:NF000868.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11970	WP_011377754.1	GO:0009378	enables	F	IEA	PMID:33270901	HMM:NF000868.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11975	WP_011377753.1	GO:0016787	enables	F	IEA	PMID:33270901	ArchId:10537542	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11995	WP_011377751.1	GO:0042578	enables	F	IEA	PMID:33270901	ArchId:10594750	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS11995	WP_011377751.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:10594750	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12000	WP_011377750.1	GO:0004816	enables	F	IEA	PMID:33270901	HMM:NF003037.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12000	WP_011377750.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:NF003037.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12000	WP_011377750.1	GO:0006421	involved_in	P	IEA	PMID:33270901	HMM:NF003037.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12005	WP_011377749.1	GO:0008932	enables	F	IEA	PMID:33270901	ArchId:11435168	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12005	WP_011377749.1	GO:0071555	involved_in	P	IEA	PMID:33270901	ArchId:11435168	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12015	WP_011377748.1	GO:0009236	involved_in	P	IEA	PMID:33270901	HMM:TIGR02475.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12020	WP_011243025.1	GO:0016787	enables	F	IEA	PMID:33270901	ArchId:10595346	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12025	WP_011377747.1	GO:0006508	involved_in	P	IEA	PMID:33270901	ArchId:16062768	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12025	WP_011377747.1	GO:0008233	enables	F	IEA	PMID:33270901	ArchId:16062768	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12025	WP_011377747.1	GO:0070064	enables	F	IEA	PMID:33270901	ArchId:16062768	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12035	WP_011243028.1	GO:0015562	enables	F	IEA	PMID:33270901	ArchId:10001851	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12035	WP_011243028.1	GO:1905887	involved_in	P	IEA	PMID:33270901	ArchId:10001851	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12040	WP_011243029.1	GO:0055085	involved_in	P	IEA	PMID:33270901	ArchId:11427312	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12055	WP_011243032.1	GO:0004642	enables	F	IEA	PMID:33270901	HMM:NF002957.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12055	WP_011243032.1	GO:0006189	involved_in	P	IEA	PMID:33270901	HMM:NF002957.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12065	WP_011243034.1	GO:0003677	enables	F	IEA	PMID:33270901	ArchId:10002362	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12065	WP_011243034.1	GO:0003700	enables	F	IEA	PMID:33270901	ArchId:10002362	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12065	WP_011243034.1	GO:0006355	involved_in	P	IEA	PMID:33270901	ArchId:10002362	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12065	WP_011243034.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:10002362	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12070	WP_011377742.1	GO:0005525	enables	F	IEA	PMID:33270901	ArchId:11472025	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12070	WP_011377742.1	GO:0005886	located_in	C	IEA	PMID:33270901	ArchId:11472025	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12070	WP_011377742.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11472025	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12070	WP_011377742.1	GO:0052621	enables	F	IEA	PMID:33270901	ArchId:11472025	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12070	WP_011377742.1	GO:0071111	enables	F	IEA	PMID:33270901	ArchId:11472025	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12075	WP_011243036.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11417798	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12075	WP_011243036.1	GO:0016887	enables	F	IEA	PMID:33270901	ArchId:11417798	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12075	WP_011243036.1	GO:0140359	enables	F	IEA	PMID:33270901	ArchId:11417798	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12080	WP_011243037.1	GO:0009055	enables	F	IEA	PMID:33270901	ArchId:11468017	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12080	WP_011243037.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11468017	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12080	WP_011243037.1	GO:0051536	enables	F	IEA	PMID:33270901	ArchId:11468017	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12090	WP_011243039.1	GO:0005515	enables	F	IEA	PMID:33270901	ArchId:11454579	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12090	WP_011243039.1	GO:0006457	involved_in	P	IEA	PMID:33270901	ArchId:11454579	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12095	WP_011377741.1	GO:0015078	enables	F	IEA	PMID:33270901	ArchId:10000258	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12095	WP_011377741.1	GO:0015297	enables	F	IEA	PMID:33270901	ArchId:10000258	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12095	WP_011377741.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:10000258	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12095	WP_011377741.1	GO:1902600	involved_in	P	IEA	PMID:33270901	ArchId:10000258	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12105	WP_231621332.1	GO:0016757	enables	F	IEA	PMID:33270901	ArchId:11448528	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12110	WP_011377738.1	GO:0008152	involved_in	P	IEA	PMID:33270901	HMM:TIGR01484.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12110	WP_011377738.1	GO:0016787	enables	F	IEA	PMID:33270901	HMM:TIGR01484.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12125	WP_011243045.1	GO:0016787	enables	F	IEA	PMID:33270901	ArchId:10605654	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12125	WP_011243045.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:10605654	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12135	WP_011243047.1	GO:0016020	located_in	C	IEA	PMID:33270901	ArchId:10007845	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12135	WP_011243047.1	GO:0043190	located_in	C	IEA	PMID:33270901	ArchId:10007845	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12135	WP_011243047.1	GO:0140359	enables	F	IEA	PMID:33270901	ArchId:10007845	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12140	WP_011377737.1	GO:0019825	enables	F	IEA	PMID:33270901	cluster:588991	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12140	WP_011377737.1	GO:0020037	enables	F	IEA	PMID:33270901	cluster:588991	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12145	WP_039755809.1	GO:0004784	enables	F	IEA	PMID:33270901	ArchId:11427369	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12145	WP_039755809.1	GO:0006801	involved_in	P	IEA	PMID:33270901	ArchId:11427369	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12145	WP_039755809.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11427369	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12160	WP_011243052.1	GO:0006310	involved_in	P	IEA	PMID:33270901	HMM:NF000711.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12160	WP_011243052.1	GO:0008821	enables	F	IEA	PMID:33270901	HMM:NF000711.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12190	WP_011377731.1	GO:0022857	enables	F	IEA	PMID:33270901	ArchId:12947616	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12190	WP_011377731.1	GO:0055085	involved_in	P	IEA	PMID:33270901	ArchId:12947616	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12195	WP_011377730.1	GO:0000049	enables	F	IEA	PMID:33270901	ArchId:11427658	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12195	WP_011377730.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11427658	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12195	WP_011377730.1	GO:0008033	involved_in	P	IEA	PMID:33270901	ArchId:11427658	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12195	WP_011377730.1	GO:0052929	enables	F	IEA	PMID:33270901	ArchId:11427658	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12200	WP_011377729.1	GO:0003729	enables	F	IEA	PMID:33270901	ArchId:11431429	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12200	WP_011377729.1	GO:0006397	involved_in	P	IEA	PMID:33270901	ArchId:11431429	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12210	WP_011243061.1	GO:0005515	enables	F	IEA	PMID:33270901	ArchId:11427749	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12210	WP_011243061.1	GO:0006749	involved_in	P	IEA	PMID:33270901	ArchId:11427749	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12215	WP_011243062.1	GO:0042578	enables	F	IEA	PMID:33270901	ArchId:11444094	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12215	WP_011243062.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11444094	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12225	WP_190528583.1	GO:0008360	involved_in	P	IEA	PMID:33270901	ArchId:11432910	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12225	WP_190528583.1	GO:0008955	enables	F	IEA	PMID:33270901	ArchId:11432910	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12225	WP_190528583.1	GO:0009252	involved_in	P	IEA	PMID:33270901	ArchId:11432910	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12225	WP_190528583.1	GO:0071555	involved_in	P	IEA	PMID:33270901	ArchId:11432910	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12230	WP_011243066.1	GO:0000105	involved_in	P	IEA	PMID:33270901	HMM:TIGR00070.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12230	WP_011243066.1	GO:0003879	enables	F	IEA	PMID:33270901	HMM:TIGR00070.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12230	WP_011243066.1	GO:0005737	located_in	C	IEA	PMID:33270901	HMM:TIGR00070.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12235	WP_011377726.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11438555	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12235	WP_011377726.1	GO:0016887	enables	F	IEA	PMID:33270901	ArchId:11438555	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12235	WP_011377726.1	GO:0055052	located_in	C	IEA	PMID:33270901	ArchId:11438555	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12235	WP_011377726.1	GO:0140359	enables	F	IEA	PMID:33270901	ArchId:11438555	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12240	WP_011377725.1	GO:0005524	enables	F	IEA	PMID:33270901	HMM:NF005057.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12240	WP_011377725.1	GO:0006090	involved_in	P	IEA	PMID:33270901	HMM:NF005057.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12240	WP_011377725.1	GO:0008986	enables	F	IEA	PMID:33270901	HMM:NF005057.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12240	WP_011377725.1	GO:0016310	involved_in	P	IEA	PMID:33270901	HMM:NF005057.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12245	WP_011377724.1	GO:0004674	enables	F	IEA	PMID:33270901	ArchId:11424655	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12245	WP_011377724.1	GO:0005524	enables	F	IEA	PMID:33270901	ArchId:11424655	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12250	WP_231621334.1	GO:0000166	enables	F	IEA	PMID:33270901	ArchId:11445215	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12250	WP_231621334.1	GO:0016787	enables	F	IEA	PMID:33270901	ArchId:11445215	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12250	WP_231621334.1	GO:0046872	enables	F	IEA	PMID:33270901	ArchId:11445215	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12250	WP_231621334.1	GO:0106409	enables	F	IEA	PMID:33270901	ArchId:11445215	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12260	WP_011377721.1	GO:0004488	enables	F	IEA	PMID:33270901	HMM:NF010783.0	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12265	WP_011243072.1	GO:0016740	enables	F	IEA	PMID:33270901	HMM:NF045685.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12265	WP_011243072.1	GO:0033386	involved_in	P	IEA	PMID:33270901	HMM:NF045685.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12280	WP_039755814.1	GO:0008080	enables	F	IEA	PMID:33270901	ArchId:10006981	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12305	WP_231621336.1	GO:0003677	enables	F	IEA	PMID:33270901	ArchId:10007659	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12310	WP_081429504.1	GO:0003677	enables	F	IEA	PMID:33270901	ArchId:11443570	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12330	WP_011377712.1	GO:0003677	enables	F	IEA	PMID:33270901	HMM:NF016362.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12330	WP_011377712.1	GO:0004519	enables	F	IEA	PMID:33270901	HMM:NF016362.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12330	WP_011377712.1	GO:0009307	involved_in	P	IEA	PMID:33270901	HMM:NF016362.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12345	WP_011243089.1	GO:0003796	enables	F	IEA	PMID:33270901	HMM:NF013152.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12345	WP_011243089.1	GO:0009253	involved_in	P	IEA	PMID:33270901	HMM:NF013152.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12345	WP_011243089.1	GO:0016998	involved_in	P	IEA	PMID:33270901	HMM:NF013152.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12380	WP_011377705.1	GO:0005198	enables	F	IEA	PMID:33270901	HMM:TIGR01760.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12380	WP_011377705.1	GO:0016032	involved_in	P	IEA	PMID:33270901	HMM:TIGR01760.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12385	WP_011377704.1	GO:0098003	involved_in	P	IEA	PMID:33270901	ArchId:10562347	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12390	WP_011377703.1	GO:0005198	enables	F	IEA	PMID:33270901	HMM:TIGR01611.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12390	WP_011377703.1	GO:0016032	involved_in	P	IEA	PMID:33270901	HMM:TIGR01611.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12390	WP_011377703.1	GO:0044423	located_in	C	IEA	PMID:33270901	HMM:TIGR01611.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12425	WP_011243102.1	GO:0098003	involved_in	P	IEA	PMID:33270901	ArchId:10008536	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12425	WP_011243102.1	GO:0098025	located_in	C	IEA	PMID:33270901	ArchId:10008536	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12430	WP_011243103.1	GO:0098025	located_in	C	IEA	PMID:33270901	ArchId:10008152	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12430	WP_011243103.1	GO:0098045	involved_in	P	IEA	PMID:33270901	ArchId:10008152	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12440	WP_011243105.1	GO:0008270	enables	F	IEA	PMID:33270901	ArchId:11467868	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12460	WP_231621338.1	GO:0019068	involved_in	P	IEA	PMID:33270901	HMM:NF017192.7	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12470	WP_011243109.1	GO:0008233	enables	F	IEA	PMID:33270901	HMM:NF045541.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12470	WP_011243109.1	GO:0019082	involved_in	P	IEA	PMID:33270901	HMM:NF045541.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12475	WP_011243110.1	GO:0005198	enables	F	IEA	PMID:33270901	HMM:TIGR01539.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
M744_RS12475	WP_011243110.1	GO:0019068	involved_in	P	IEA	PMID:33270901	HMM:TIGR01539.1	RefSeq	20260514	taxon:1350461		exact RefSeq protein_id
