subject_locus_tag	relationship	object_namespace	object_id	seqid	start	end	strand	mapping_ambiguity	source	evidence	mapping_method
M744_RS12825	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0672	NZ_CP006471.1	2590907	2591869	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377675.1	exact shared RefSeq protein_id
M744_RS12825	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03440	NZ_CP006471.1	2590907	2591869	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377675.1	exact shared RefSeq protein_id
M744_RS12825	protein_id	RefSeq_protein	WP_011377675.1	NZ_CP006471.1	2590907	2591869	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12825	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2590907	2591869	-		UTEX RefSeq GFF3		direct seqid
M744_RS12830	cds_segment	RefSeq_location	NZ_CP006471.1:2592103-2592600:-	NZ_CP006471.1	2592103	2592600	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12830	current_locus_tag	RefSeq_locus_tag	M744_RS12830	NZ_CP006471.1	2592103	2592600	-		UTEX RefSeq GFF3		direct annotation
M744_RS12830	genomic_location	RefSeq_location	NZ_CP006471.1:2592103-2592600:-	NZ_CP006471.1	2592103	2592600	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12830	old_locus_tag	legacy_locus_tag	M744_13455	NZ_CP006471.1	2592103	2592600	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12830	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0671	NZ_CP006471.1	2592103	2592600	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377674.1	exact shared RefSeq protein_id
M744_RS12830	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03435	NZ_CP006471.1	2592103	2592600	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377674.1	exact shared RefSeq protein_id
M744_RS12830	protein_id	RefSeq_protein	WP_011377674.1	NZ_CP006471.1	2592103	2592600	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12830	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2592103	2592600	-		UTEX RefSeq GFF3		direct seqid
M744_RS12835	cds_segment	RefSeq_location	NZ_CP006471.1:2592619-2593635:-	NZ_CP006471.1	2592619	2593635	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12835	current_locus_tag	RefSeq_locus_tag	M744_RS12835	NZ_CP006471.1	2592619	2593635	-		UTEX RefSeq GFF3		direct annotation
M744_RS12835	genomic_location	RefSeq_location	NZ_CP006471.1:2592619-2593635:-	NZ_CP006471.1	2592619	2593635	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12835	old_locus_tag	legacy_locus_tag	M744_13460	NZ_CP006471.1	2592619	2593635	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12835	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0670	NZ_CP006471.1	2592619	2593635	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243171.1	exact shared RefSeq protein_id
M744_RS12835	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03430	NZ_CP006471.1	2592619	2593635	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243171.1	exact shared RefSeq protein_id
M744_RS12835	protein_id	RefSeq_protein	WP_011243171.1	NZ_CP006471.1	2592619	2593635	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12835	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2592619	2593635	-		UTEX RefSeq GFF3		direct seqid
M744_RS12840	cds_segment	RefSeq_location	NZ_CP006471.1:2593632-2594231:-	NZ_CP006471.1	2593632	2594231	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12840	current_locus_tag	RefSeq_locus_tag	M744_RS12840	NZ_CP006471.1	2593632	2594231	-		UTEX RefSeq GFF3		direct annotation
M744_RS12840	genomic_location	RefSeq_location	NZ_CP006471.1:2593632-2594231:-	NZ_CP006471.1	2593632	2594231	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12840	old_locus_tag	legacy_locus_tag	M744_13465	NZ_CP006471.1	2593632	2594231	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12840	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0669	NZ_CP006471.1	2593632	2594231	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243172.1	exact shared RefSeq protein_id
M744_RS12840	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03425	NZ_CP006471.1	2593632	2594231	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243172.1	exact shared RefSeq protein_id
M744_RS12840	protein_id	RefSeq_protein	WP_011243172.1	NZ_CP006471.1	2593632	2594231	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12840	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2593632	2594231	-		UTEX RefSeq GFF3		direct seqid
M744_RS12850	cds_segment	RefSeq_location	NZ_CP006471.1:2594460-2594771:-	NZ_CP006471.1	2594460	2594771	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12850	current_locus_tag	RefSeq_locus_tag	M744_RS12850	NZ_CP006471.1	2594460	2594771	-		UTEX RefSeq GFF3		direct annotation
M744_RS12850	genomic_location	RefSeq_location	NZ_CP006471.1:2594460-2594771:-	NZ_CP006471.1	2594460	2594771	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12850	old_locus_tag	legacy_locus_tag	M744_13475	NZ_CP006471.1	2594460	2594771	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12850	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0667	NZ_CP006471.1	2594460	2594771	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243173.1	exact shared RefSeq protein_id
M744_RS12850	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03415	NZ_CP006471.1	2594460	2594771	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243173.1	exact shared RefSeq protein_id
M744_RS12850	protein_id	RefSeq_protein	WP_011243173.1	NZ_CP006471.1	2594460	2594771	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12850	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2594460	2594771	-		UTEX RefSeq GFF3		direct seqid
M744_RS12855	cds_segment	RefSeq_location	NZ_CP006471.1:2594995-2595615:-	NZ_CP006471.1	2594995	2595615	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12855	current_locus_tag	RefSeq_locus_tag	M744_RS12855	NZ_CP006471.1	2594995	2595615	-		UTEX RefSeq GFF3		direct annotation
M744_RS12855	genomic_location	RefSeq_location	NZ_CP006471.1:2594995-2595615:-	NZ_CP006471.1	2594995	2595615	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12855	old_locus_tag	legacy_locus_tag	M744_13480	NZ_CP006471.1	2594995	2595615	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12855	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0666	NZ_CP006471.1	2594995	2595615	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243174.1	exact shared RefSeq protein_id
M744_RS12855	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03410	NZ_CP006471.1	2594995	2595615	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243174.1	exact shared RefSeq protein_id
M744_RS12855	protein_id	RefSeq_protein	WP_011243174.1	NZ_CP006471.1	2594995	2595615	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12855	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2594995	2595615	-		UTEX RefSeq GFF3		direct seqid
M744_RS12860	cds_segment	RefSeq_location	NZ_CP006471.1:2595778-2596524:+	NZ_CP006471.1	2595778	2596524	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12860	current_locus_tag	RefSeq_locus_tag	M744_RS12860	NZ_CP006471.1	2595778	2596524	+		UTEX RefSeq GFF3		direct annotation
M744_RS12860	genomic_location	RefSeq_location	NZ_CP006471.1:2595778-2596524:+	NZ_CP006471.1	2595778	2596524	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12860	old_locus_tag	legacy_locus_tag	M744_13485	NZ_CP006471.1	2595778	2596524	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12860	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0665	NZ_CP006471.1	2595778	2596524	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243175.1	exact shared RefSeq protein_id
M744_RS12860	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03405	NZ_CP006471.1	2595778	2596524	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243175.1	exact shared RefSeq protein_id
M744_RS12860	protein_id	RefSeq_protein	WP_011243175.1	NZ_CP006471.1	2595778	2596524	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12860	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2595778	2596524	+		UTEX RefSeq GFF3		direct seqid
M744_RS12865	cds_segment	RefSeq_location	NZ_CP006471.1:2596532-2597881:-	NZ_CP006471.1	2596532	2597881	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12865	current_locus_tag	RefSeq_locus_tag	M744_RS12865	NZ_CP006471.1	2596532	2597881	-		UTEX RefSeq GFF3		direct annotation
M744_RS12865	genomic_location	RefSeq_location	NZ_CP006471.1:2596532-2597881:-	NZ_CP006471.1	2596532	2597881	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12865	old_locus_tag	legacy_locus_tag	M744_13490	NZ_CP006471.1	2596532	2597881	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12865	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0664	NZ_CP006471.1	2596532	2597881	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377671.1	exact shared RefSeq protein_id
M744_RS12865	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03400	NZ_CP006471.1	2596532	2597881	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377671.1	exact shared RefSeq protein_id
M744_RS12865	protein_id	RefSeq_protein	WP_011377671.1	NZ_CP006471.1	2596532	2597881	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12865	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2596532	2597881	-		UTEX RefSeq GFF3		direct seqid
M744_RS12870	cds_segment	RefSeq_location	NZ_CP006471.1:2597881-2599779:-	NZ_CP006471.1	2597881	2599779	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12870	current_locus_tag	RefSeq_locus_tag	M744_RS12870	NZ_CP006471.1	2597881	2599779	-		UTEX RefSeq GFF3		direct annotation
M744_RS12870	genomic_location	RefSeq_location	NZ_CP006471.1:2597881-2599779:-	NZ_CP006471.1	2597881	2599779	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12870	old_locus_tag	legacy_locus_tag	M744_13495	NZ_CP006471.1	2597881	2599779	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12870	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0663	NZ_CP006471.1	2597881	2599779	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243177.1	exact shared RefSeq protein_id
M744_RS12870	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03395	NZ_CP006471.1	2597881	2599779	-		PCC 7942 and UTEX RefSeq GFF3	WP_011243177.1	exact shared RefSeq protein_id
M744_RS12870	protein_id	RefSeq_protein	WP_011243177.1	NZ_CP006471.1	2597881	2599779	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12870	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2597881	2599779	-		UTEX RefSeq GFF3		direct seqid
M744_RS12875	cds_segment	RefSeq_location	NZ_CP006471.1:2599899-2600813:-	NZ_CP006471.1	2599899	2600813	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12875	current_locus_tag	RefSeq_locus_tag	M744_RS12875	NZ_CP006471.1	2599899	2600813	-		UTEX RefSeq GFF3		direct annotation
M744_RS12875	genomic_location	RefSeq_location	NZ_CP006471.1:2599899-2600813:-	NZ_CP006471.1	2599899	2600813	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12875	old_locus_tag	legacy_locus_tag	M744_13500	NZ_CP006471.1	2599899	2600813	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12875	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0662	NZ_CP006471.1	2599899	2600813	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377670.1	exact shared RefSeq protein_id
M744_RS12875	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03390	NZ_CP006471.1	2599899	2600813	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377670.1	exact shared RefSeq protein_id
M744_RS12875	protein_id	RefSeq_protein	WP_011377670.1	NZ_CP006471.1	2599899	2600813	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12875	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2599899	2600813	-		UTEX RefSeq GFF3		direct seqid
M744_RS12880	cds_segment	RefSeq_location	NZ_CP006471.1:2600882-2602474:-	NZ_CP006471.1	2600882	2602474	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12880	current_locus_tag	RefSeq_locus_tag	M744_RS12880	NZ_CP006471.1	2600882	2602474	-		UTEX RefSeq GFF3		direct annotation
M744_RS12880	genomic_location	RefSeq_location	NZ_CP006471.1:2600882-2602474:-	NZ_CP006471.1	2600882	2602474	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12880	old_locus_tag	legacy_locus_tag	M744_13505	NZ_CP006471.1	2600882	2602474	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12880	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0661	NZ_CP006471.1	2600882	2602474	-		PCC 7942 and UTEX RefSeq GFF3	WP_231621341.1	exact shared RefSeq protein_id
M744_RS12880	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03385	NZ_CP006471.1	2600882	2602474	-		PCC 7942 and UTEX RefSeq GFF3	WP_231621341.1	exact shared RefSeq protein_id
M744_RS12880	protein_id	RefSeq_protein	WP_231621341.1	NZ_CP006471.1	2600882	2602474	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12880	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2600882	2602474	-		UTEX RefSeq GFF3		direct seqid
M744_RS12885	cds_segment	RefSeq_location	NZ_CP006471.1:2602503-2603339:-	NZ_CP006471.1	2602503	2603339	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12885	current_locus_tag	RefSeq_locus_tag	M744_RS12885	NZ_CP006471.1	2602503	2603339	-		UTEX RefSeq GFF3		direct annotation
M744_RS12885	genomic_location	RefSeq_location	NZ_CP006471.1:2602503-2603339:-	NZ_CP006471.1	2602503	2603339	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12885	old_locus_tag	legacy_locus_tag	M744_13510	NZ_CP006471.1	2602503	2603339	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12885	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0660	NZ_CP006471.1	2602503	2603339	-		PCC 7942 and UTEX RefSeq GFF3	WP_039755844.1	exact shared RefSeq protein_id
M744_RS12885	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03380	NZ_CP006471.1	2602503	2603339	-		PCC 7942 and UTEX RefSeq GFF3	WP_039755844.1	exact shared RefSeq protein_id
M744_RS12885	protein_id	RefSeq_protein	WP_039755844.1	NZ_CP006471.1	2602503	2603339	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12885	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2602503	2603339	-		UTEX RefSeq GFF3		direct seqid
M744_RS12890	cds_segment	RefSeq_location	NZ_CP006471.1:2603397-2604902:+	NZ_CP006471.1	2603397	2604902	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12890	current_locus_tag	RefSeq_locus_tag	M744_RS12890	NZ_CP006471.1	2603397	2604902	+		UTEX RefSeq GFF3		direct annotation
M744_RS12890	genomic_location	RefSeq_location	NZ_CP006471.1:2603397-2604902:+	NZ_CP006471.1	2603397	2604902	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12890	old_locus_tag	legacy_locus_tag	M744_13515	NZ_CP006471.1	2603397	2604902	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12890	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0659	NZ_CP006471.1	2603397	2604902	+		PCC 7942 and UTEX RefSeq GFF3	WP_039755845.1	exact shared RefSeq protein_id
M744_RS12890	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03375	NZ_CP006471.1	2603397	2604902	+		PCC 7942 and UTEX RefSeq GFF3	WP_039755845.1	exact shared RefSeq protein_id
M744_RS12890	protein_id	RefSeq_protein	WP_039755845.1	NZ_CP006471.1	2603397	2604902	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12890	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2603397	2604902	+		UTEX RefSeq GFF3		direct seqid
M744_RS12895	cds_segment	RefSeq_location	NZ_CP006471.1:2604986-2605198:+	NZ_CP006471.1	2604986	2605198	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12895	current_locus_tag	RefSeq_locus_tag	M744_RS12895	NZ_CP006471.1	2604986	2605198	+		UTEX RefSeq GFF3		direct annotation
M744_RS12895	genomic_location	RefSeq_location	NZ_CP006471.1:2604986-2605198:+	NZ_CP006471.1	2604986	2605198	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12895	old_locus_tag	legacy_locus_tag	M744_13520	NZ_CP006471.1	2604986	2605198	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12895	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0658	NZ_CP006471.1	2604986	2605198	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243182.1	exact shared RefSeq protein_id
M744_RS12895	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03370	NZ_CP006471.1	2604986	2605198	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243182.1	exact shared RefSeq protein_id
M744_RS12895	protein_id	RefSeq_protein	WP_011243182.1	NZ_CP006471.1	2604986	2605198	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12895	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2604986	2605198	+		UTEX RefSeq GFF3		direct seqid
M744_RS12900	cds_segment	RefSeq_location	NZ_CP006471.1:2605368-2605709:+	NZ_CP006471.1	2605368	2605709	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12900	current_locus_tag	RefSeq_locus_tag	M744_RS12900	NZ_CP006471.1	2605368	2605709	+		UTEX RefSeq GFF3		direct annotation
M744_RS12900	genomic_location	RefSeq_location	NZ_CP006471.1:2605368-2605709:+	NZ_CP006471.1	2605368	2605709	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12900	old_locus_tag	legacy_locus_tag	M744_13525	NZ_CP006471.1	2605368	2605709	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12900	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0657	NZ_CP006471.1	2605368	2605709	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243183.1	exact shared RefSeq protein_id
M744_RS12900	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03365	NZ_CP006471.1	2605368	2605709	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243183.1	exact shared RefSeq protein_id
M744_RS12900	protein_id	RefSeq_protein	WP_011243183.1	NZ_CP006471.1	2605368	2605709	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12900	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2605368	2605709	+		UTEX RefSeq GFF3		direct seqid
M744_RS12905	cds_segment	RefSeq_location	NZ_CP006471.1:2606097-2607482:-	NZ_CP006471.1	2606097	2607482	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12905	current_locus_tag	RefSeq_locus_tag	M744_RS12905	NZ_CP006471.1	2606097	2607482	-		UTEX RefSeq GFF3		direct annotation
M744_RS12905	gene_symbol	gene_symbol	psbC	NZ_CP006471.1	2606097	2607482	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS12905	genomic_location	RefSeq_location	NZ_CP006471.1:2606097-2607482:-	NZ_CP006471.1	2606097	2607482	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12905	old_locus_tag	legacy_locus_tag	M744_13530	NZ_CP006471.1	2606097	2607482	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12905	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0656	NZ_CP006471.1	2606097	2607482	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377666.1	exact shared RefSeq protein_id
M744_RS12905	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03360	NZ_CP006471.1	2606097	2607482	-		PCC 7942 and UTEX RefSeq GFF3	WP_011377666.1	exact shared RefSeq protein_id
M744_RS12905	protein_id	RefSeq_protein	WP_011377666.1	NZ_CP006471.1	2606097	2607482	-		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12905	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2606097	2607482	-		UTEX RefSeq GFF3		direct seqid
M744_RS12910	cds_segment	RefSeq_location	NZ_CP006471.1:2607466-2608524:-	NZ_CP006471.1	2607466	2608524	-		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12910	current_locus_tag	RefSeq_locus_tag	M744_RS12910	NZ_CP006471.1	2607466	2608524	-		UTEX RefSeq GFF3		direct annotation
M744_RS12910	gene_symbol	gene_symbol	psbD	NZ_CP006471.1	2607466	2608524	-		UTEX RefSeq GFF3		direct gene qualifier
M744_RS12910	genomic_location	RefSeq_location	NZ_CP006471.1:2607466-2608524:-	NZ_CP006471.1	2607466	2608524	-		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12910	old_locus_tag	legacy_locus_tag	M744_13535	NZ_CP006471.1	2607466	2608524	-		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12910	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0655	NZ_CP006471.1	2607466	2608524	-	shared-protein-many-to-many	PCC 7942 and UTEX RefSeq GFF3	WP_011243185.1	exact shared RefSeq protein_id
M744_RS12910	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_1637	NZ_CP006471.1	2607466	2608524	-	shared-protein-many-to-many	PCC 7942 and UTEX RefSeq GFF3	WP_011243185.1	exact shared RefSeq protein_id
M744_RS12910	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03355	NZ_CP006471.1	2607466	2608524	-	shared-protein-many-to-many	PCC 7942 and UTEX RefSeq GFF3	WP_011243185.1	exact shared RefSeq protein_id
M744_RS12910	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS08350	NZ_CP006471.1	2607466	2608524	-	shared-protein-many-to-many	PCC 7942 and UTEX RefSeq GFF3	WP_011243185.1	exact shared RefSeq protein_id
M744_RS12910	protein_id	RefSeq_protein	WP_011243185.1	NZ_CP006471.1	2607466	2608524	-	one-protein-to-multiple-loci	UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12910	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2607466	2608524	-		UTEX RefSeq GFF3		direct seqid
M744_RS12915	cds_segment	RefSeq_location	NZ_CP006471.1:2608747-2609313:+	NZ_CP006471.1	2608747	2609313	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12915	current_locus_tag	RefSeq_locus_tag	M744_RS12915	NZ_CP006471.1	2608747	2609313	+		UTEX RefSeq GFF3		direct annotation
M744_RS12915	genomic_location	RefSeq_location	NZ_CP006471.1:2608747-2609313:+	NZ_CP006471.1	2608747	2609313	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12915	old_locus_tag	legacy_locus_tag	M744_13540	NZ_CP006471.1	2608747	2609313	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12915	protein_id	RefSeq_protein	WP_011243186.1	NZ_CP006471.1	2608747	2609313	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12915	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2608747	2609313	+		UTEX RefSeq GFF3		direct seqid
M744_RS12920	cds_segment	RefSeq_location	NZ_CP006471.1:2609315-2610046:+	NZ_CP006471.1	2609315	2610046	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
M744_RS12920	current_locus_tag	RefSeq_locus_tag	M744_RS12920	NZ_CP006471.1	2609315	2610046	+		UTEX RefSeq GFF3		direct annotation
M744_RS12920	genomic_location	RefSeq_location	NZ_CP006471.1:2609315-2610046:+	NZ_CP006471.1	2609315	2610046	+		UTEX RefSeq GFF3		direct GFF3 coordinates
M744_RS12920	old_locus_tag	legacy_locus_tag	M744_13545	NZ_CP006471.1	2609315	2610046	+		UTEX RefSeq GFF3		direct old_locus_tag qualifier
M744_RS12920	pcc7942_old_locus_tag	PCC7942_legacy_locus_tag	Synpcc7942_0653	NZ_CP006471.1	2609315	2610046	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243187.1	exact shared RefSeq protein_id
M744_RS12920	pcc7942_ortholog	PCC7942_RefSeq_locus_tag	SYNPCC7942_RS03345	NZ_CP006471.1	2609315	2610046	+		PCC 7942 and UTEX RefSeq GFF3	WP_011243187.1	exact shared RefSeq protein_id
M744_RS12920	protein_id	RefSeq_protein	WP_011243187.1	NZ_CP006471.1	2609315	2610046	+		UTEX RefSeq GFF3		direct protein_id qualifier
M744_RS12920	sequence_accession	RefSeq_nucleotide	NZ_CP006471.1	NZ_CP006471.1	2609315	2610046	+		UTEX RefSeq GFF3		direct seqid
M744_RS12925	cds_segment	RefSeq_location	NZ_CP006471.1:2610043-2611632:+	NZ_CP006471.1	2610043	2611632	+		UTEX RefSeq GFF3	segment 1	normalized GFF3 CDS coordinates
