locus_tag	pass00399_search_observation	pass00399_search_ids	source_integrity	admitted_evidence
M744_RS10675	exact_sequence_unique	gnl|PRJNA209528|M744_11190	unverified_transport	no
M744_RS10680	exact_sequence_unique	gnl|PRJNA209528|M744_11195	unverified_transport	no
M744_RS10685	absent		unverified_transport	no
M744_RS10690	exact_sequence_unique	gnl|PRJNA209528|M744_11210	unverified_transport	no
M744_RS10695	exact_sequence_unique	gnl|PRJNA209528|M744_11215	unverified_transport	no
M744_RS10700	exact_sequence_unique	gnl|PRJNA209528|M744_11220	unverified_transport	no
M744_RS10705	exact_sequence_unique	gnl|PRJNA209528|M744_11225	unverified_transport	no
M744_RS10710	exact_sequence_unique	gnl|PRJNA209528|M744_11230	unverified_transport	no
M744_RS10715	exact_sequence_unique	gnl|PRJNA209528|M744_11235	unverified_transport	no
M744_RS10720	exact_sequence_unique	gnl|PRJNA209528|M744_11240	unverified_transport	no
M744_RS10725	exact_sequence_unique	gnl|PRJNA209528|M744_11245	unverified_transport	no
M744_RS10730	absent		unverified_transport	no
M744_RS10735	absent		unverified_transport	no
M744_RS10740	exact_sequence_unique	gnl|PRJNA209528|M744_11265	unverified_transport	no
M744_RS10745	absent		unverified_transport	no
M744_RS10755	exact_sequence_unique	gnl|PRJNA209528|M744_11280	unverified_transport	no
M744_RS10760	absent		unverified_transport	no
M744_RS10765	exact_sequence_unique	gnl|PRJNA209528|M744_11290	unverified_transport	no
M744_RS10770	exact_sequence_unique	gnl|PRJNA209528|M744_11295	unverified_transport	no
M744_RS10775	exact_sequence_unique	gnl|PRJNA209528|M744_11300	unverified_transport	no
M744_RS10780	exact_sequence_unique	gnl|PRJNA209528|M744_11305	unverified_transport	no
M744_RS10785	exact_sequence_unique	gnl|PRJNA209528|M744_11310	unverified_transport	no
M744_RS10790	exact_sequence_unique	gnl|PRJNA209528|M744_11315	unverified_transport	no
M744_RS10795	exact_sequence_unique	gnl|PRJNA209528|M744_11320	unverified_transport	no
M744_RS10800	exact_sequence_unique	gnl|PRJNA209528|M744_11325	unverified_transport	no
M744_RS10805	absent		unverified_transport	no
M744_RS10810	exact_sequence_unique	gnl|PRJNA209528|M744_11335	unverified_transport	no
M744_RS10815	exact_sequence_unique	gnl|PRJNA209528|M744_11340	unverified_transport	no
M744_RS10825	exact_sequence_unique	gnl|PRJNA209528|M744_11350	unverified_transport	no
M744_RS10830	exact_sequence_unique	gnl|PRJNA209528|M744_11355	unverified_transport	no
M744_RS10835	exact_sequence_unique	gnl|PRJNA209528|M744_11360	unverified_transport	no
M744_RS10840	exact_sequence_unique	gnl|PRJNA209528|M744_11365	unverified_transport	no
M744_RS10845	exact_sequence_unique	gnl|PRJNA209528|M744_11370	unverified_transport	no
M744_RS10850	exact_sequence_unique	gnl|PRJNA209528|M744_11375	unverified_transport	no
M744_RS10855	exact_sequence_unique	gnl|PRJNA209528|M744_11380	unverified_transport	no
M744_RS10860	exact_sequence_unique	gnl|PRJNA209528|M744_11385	unverified_transport	no
M744_RS10865	exact_sequence_unique	gnl|PRJNA209528|M744_11390	unverified_transport	no
M744_RS10870	exact_sequence_unique	gnl|PRJNA209528|M744_11395	unverified_transport	no
M744_RS10875	exact_sequence_unique	gnl|PRJNA209528|M744_11400	unverified_transport	no
M744_RS10880	exact_sequence_unique	gnl|PRJNA209528|M744_11405	unverified_transport	no
M744_RS10885	exact_sequence_unique	gnl|PRJNA209528|M744_11410	unverified_transport	no
M744_RS10890	exact_sequence_shared	gnl|PRJNA209528|M744_11415;gnl|PRJNA209528|M744_11440	unverified_transport	no
M744_RS10895	exact_sequence_shared	gnl|PRJNA209528|M744_11420;gnl|PRJNA209528|M744_11445	unverified_transport	no
M744_RS10900	exact_sequence_unique	gnl|PRJNA209528|M744_11425	unverified_transport	no
M744_RS10905	exact_sequence_unique	gnl|PRJNA209528|M744_11430	unverified_transport	no
M744_RS10910	exact_sequence_unique	gnl|PRJNA209528|M744_11435	unverified_transport	no
M744_RS10915	exact_sequence_shared	gnl|PRJNA209528|M744_11415;gnl|PRJNA209528|M744_11440	unverified_transport	no
M744_RS10920	exact_sequence_shared	gnl|PRJNA209528|M744_11420;gnl|PRJNA209528|M744_11445	unverified_transport	no
M744_RS10925	exact_sequence_unique	gnl|PRJNA209528|M744_11450	unverified_transport	no
M744_RS10930	exact_sequence_unique	gnl|PRJNA209528|M744_11455	unverified_transport	no
M744_RS10935	exact_sequence_unique	gnl|PRJNA209528|M744_11460	unverified_transport	no
M744_RS10940	exact_sequence_unique	gnl|PRJNA209528|M744_11465	unverified_transport	no
M744_RS10945	exact_sequence_unique	gnl|PRJNA209528|M744_11470	unverified_transport	no
M744_RS10950	exact_sequence_unique	gnl|PRJNA209528|M744_11480	unverified_transport	no
M744_RS10955	exact_sequence_unique	gnl|PRJNA209528|M744_11485	unverified_transport	no
M744_RS10960	absent		unverified_transport	no
M744_RS10965	exact_sequence_unique	gnl|PRJNA209528|M744_11495	unverified_transport	no
M744_RS10970	exact_sequence_unique	gnl|PRJNA209528|M744_11500	unverified_transport	no
M744_RS10975	exact_sequence_unique	gnl|PRJNA209528|M744_11510	unverified_transport	no
M744_RS10980	exact_sequence_unique	gnl|PRJNA209528|M744_11515	unverified_transport	no
M744_RS10985	exact_sequence_unique	gnl|PRJNA209528|M744_11520	unverified_transport	no
M744_RS10990	exact_sequence_unique	gnl|PRJNA209528|M744_11525	unverified_transport	no
M744_RS11000	exact_sequence_unique	gnl|PRJNA209528|M744_11535	unverified_transport	no
M744_RS11005	exact_sequence_unique	gnl|PRJNA209528|M744_11540	unverified_transport	no
M744_RS11010	absent		unverified_transport	no
M744_RS11015	exact_sequence_unique	gnl|PRJNA209528|M744_11555	unverified_transport	no
M744_RS11020	exact_sequence_unique	gnl|PRJNA209528|M744_11560	unverified_transport	no
M744_RS11025	absent		unverified_transport	no
M744_RS11030	absent		unverified_transport	no
M744_RS11035	exact_sequence_unique	gnl|PRJNA209528|M744_11575	unverified_transport	no
M744_RS11040	exact_sequence_unique	gnl|PRJNA209528|M744_11580	unverified_transport	no
M744_RS11045	exact_sequence_unique	gnl|PRJNA209528|M744_11585	unverified_transport	no
M744_RS11050	exact_sequence_unique	gnl|PRJNA209528|M744_11590	unverified_transport	no
M744_RS11055	exact_sequence_unique	gnl|PRJNA209528|M744_11595	unverified_transport	no
M744_RS11060	exact_sequence_unique	gnl|PRJNA209528|M744_11600	unverified_transport	no
M744_RS11070	exact_sequence_unique	gnl|PRJNA209528|M744_11610	unverified_transport	no
M744_RS11075	exact_sequence_unique	gnl|PRJNA209528|M744_11615	unverified_transport	no
M744_RS11080	exact_sequence_unique	gnl|PRJNA209528|M744_11620	unverified_transport	no
M744_RS11085	exact_sequence_unique	gnl|PRJNA209528|M744_11625	unverified_transport	no
M744_RS11090	exact_sequence_unique	gnl|PRJNA209528|M744_11635	unverified_transport	no
M744_RS11095	exact_sequence_unique	gnl|PRJNA209528|M744_11640	unverified_transport	no
M744_RS11100	exact_sequence_unique	gnl|PRJNA209528|M744_11645	unverified_transport	no
M744_RS11105	exact_sequence_unique	gnl|PRJNA209528|M744_11650	unverified_transport	no
M744_RS11110	exact_sequence_unique	gnl|PRJNA209528|M744_11655	unverified_transport	no
M744_RS11115	exact_sequence_unique	gnl|PRJNA209528|M744_11660	unverified_transport	no
M744_RS11125	exact_sequence_unique	gnl|PRJNA209528|M744_11670	unverified_transport	no
M744_RS11130	exact_sequence_unique	gnl|PRJNA209528|M744_11675	unverified_transport	no
M744_RS11135	exact_sequence_unique	gnl|PRJNA209528|M744_11680	unverified_transport	no
M744_RS11140	exact_sequence_unique	gnl|PRJNA209528|M744_11685	unverified_transport	no
M744_RS11145	exact_sequence_unique	gnl|PRJNA209528|M744_11690	unverified_transport	no
M744_RS11150	exact_sequence_unique	gnl|PRJNA209528|M744_11695	unverified_transport	no
M744_RS11155	exact_sequence_unique	gnl|PRJNA209528|M744_11700	unverified_transport	no
M744_RS11160	exact_sequence_unique	gnl|PRJNA209528|M744_11705	unverified_transport	no
M744_RS11165	exact_sequence_unique	gnl|PRJNA209528|M744_11710	unverified_transport	no
M744_RS11170	exact_sequence_unique	gnl|PRJNA209528|M744_11715	unverified_transport	no
M744_RS11175	absent		unverified_transport	no
M744_RS11180	absent		unverified_transport	no
M744_RS11185	exact_sequence_unique	gnl|PRJNA209528|M744_11730	unverified_transport	no
M744_RS11190	absent		unverified_transport	no
M744_RS11195	exact_sequence_unique	gnl|PRJNA209528|M744_11740	unverified_transport	no
M744_RS11200	exact_sequence_unique	gnl|PRJNA209528|M744_11745	unverified_transport	no
M744_RS11205	exact_sequence_unique	gnl|PRJNA209528|M744_11750	unverified_transport	no
M744_RS11210	exact_sequence_unique	gnl|PRJNA209528|M744_11755	unverified_transport	no
M744_RS11215	exact_sequence_unique	gnl|PRJNA209528|M744_11760	unverified_transport	no
M744_RS11220	exact_sequence_unique	gnl|PRJNA209528|M744_11765	unverified_transport	no
M744_RS11225	exact_sequence_unique	gnl|PRJNA209528|M744_11770	unverified_transport	no
M744_RS11230	exact_sequence_unique	gnl|PRJNA209528|M744_11775	unverified_transport	no
M744_RS11235	exact_sequence_unique	gnl|PRJNA209528|M744_11780	unverified_transport	no
M744_RS11240	exact_sequence_unique	gnl|PRJNA209528|M744_11785	unverified_transport	no
M744_RS11245	absent		unverified_transport	no
M744_RS11250	exact_sequence_unique	gnl|PRJNA209528|M744_11795	unverified_transport	no
M744_RS11255	absent		unverified_transport	no
M744_RS11260	exact_sequence_unique	gnl|PRJNA209528|M744_11810	unverified_transport	no
M744_RS11265	exact_sequence_unique	gnl|PRJNA209528|M744_11815	unverified_transport	no
M744_RS11270	exact_sequence_unique	gnl|PRJNA209528|M744_11820	unverified_transport	no
M744_RS11275	exact_sequence_unique	gnl|PRJNA209528|M744_11825	unverified_transport	no
M744_RS11280	exact_sequence_unique	gnl|PRJNA209528|M744_11830	unverified_transport	no
M744_RS11285	exact_sequence_unique	gnl|PRJNA209528|M744_11835	unverified_transport	no
M744_RS11295	exact_sequence_unique	gnl|PRJNA209528|M744_11845	unverified_transport	no
M744_RS11300	exact_sequence_unique	gnl|PRJNA209528|M744_11850	unverified_transport	no
M744_RS11305	exact_sequence_unique	gnl|PRJNA209528|M744_11855	unverified_transport	no
M744_RS11310	exact_sequence_unique	gnl|PRJNA209528|M744_11860	unverified_transport	no
M744_RS11315	exact_sequence_unique	gnl|PRJNA209528|M744_11865	unverified_transport	no
M744_RS11320	exact_sequence_unique	gnl|PRJNA209528|M744_11870	unverified_transport	no
M744_RS11325	exact_sequence_unique	gnl|PRJNA209528|M744_11875	unverified_transport	no
M744_RS11330	absent		unverified_transport	no
M744_RS11335	exact_sequence_unique	gnl|PRJNA209528|M744_11885	unverified_transport	no
M744_RS11340	absent		unverified_transport	no
M744_RS11345	exact_sequence_unique	gnl|PRJNA209528|M744_11895	unverified_transport	no
M744_RS11350	exact_sequence_unique	gnl|PRJNA209528|M744_11900	unverified_transport	no
M744_RS11355	exact_sequence_unique	gnl|PRJNA209528|M744_11905	unverified_transport	no
M744_RS11360	exact_sequence_unique	gnl|PRJNA209528|M744_11910	unverified_transport	no
M744_RS11365	exact_sequence_unique	gnl|PRJNA209528|M744_11915	unverified_transport	no
M744_RS11370	exact_sequence_unique	gnl|PRJNA209528|M744_11920	unverified_transport	no
M744_RS11375	exact_sequence_unique	gnl|PRJNA209528|M744_11925	unverified_transport	no
M744_RS11380	absent		unverified_transport	no
M744_RS11385	exact_sequence_unique	gnl|PRJNA209528|M744_11935	unverified_transport	no
M744_RS11390	exact_sequence_unique	gnl|PRJNA209528|M744_11940	unverified_transport	no
M744_RS11395	absent		unverified_transport	no
M744_RS11400	exact_sequence_unique	gnl|PRJNA209528|M744_11950	unverified_transport	no
M744_RS11405	exact_sequence_unique	gnl|PRJNA209528|M744_11955	unverified_transport	no
M744_RS11410	exact_sequence_unique	gnl|PRJNA209528|M744_11960	unverified_transport	no
M744_RS11415	exact_sequence_unique	gnl|PRJNA209528|M744_11965	unverified_transport	no
M744_RS11420	exact_sequence_unique	gnl|PRJNA209528|M744_11970	unverified_transport	no
M744_RS11425	exact_sequence_unique	gnl|PRJNA209528|M744_11980	unverified_transport	no
M744_RS11430	exact_sequence_unique	gnl|PRJNA209528|M744_11985	unverified_transport	no
M744_RS11435	absent		unverified_transport	no
M744_RS11440	exact_sequence_unique	gnl|PRJNA209528|M744_12000	unverified_transport	no
M744_RS11445	exact_sequence_unique	gnl|PRJNA209528|M744_12005	unverified_transport	no
M744_RS11450	exact_sequence_unique	gnl|PRJNA209528|M744_12015	unverified_transport	no
M744_RS11455	exact_sequence_unique	gnl|PRJNA209528|M744_12020	unverified_transport	no
M744_RS11460	absent		unverified_transport	no
M744_RS11465	exact_sequence_unique	gnl|PRJNA209528|M744_12030	unverified_transport	no
M744_RS11470	exact_sequence_unique	gnl|PRJNA209528|M744_12035	unverified_transport	no
M744_RS11475	exact_sequence_unique	gnl|PRJNA209528|M744_12040	unverified_transport	no
M744_RS11480	exact_sequence_unique	gnl|PRJNA209528|M744_12045	unverified_transport	no
M744_RS11485	absent		unverified_transport	no
M744_RS11490	exact_sequence_unique	gnl|PRJNA209528|M744_12055	unverified_transport	no
M744_RS11495	exact_sequence_unique	gnl|PRJNA209528|M744_12060	unverified_transport	no
M744_RS11500	exact_sequence_unique	gnl|PRJNA209528|M744_12065	unverified_transport	no
M744_RS11505	exact_sequence_unique	gnl|PRJNA209528|M744_12070	unverified_transport	no
M744_RS11510	exact_sequence_unique	gnl|PRJNA209528|M744_12075	unverified_transport	no
M744_RS11515	exact_sequence_unique	gnl|PRJNA209528|M744_12080	unverified_transport	no
M744_RS11520	exact_sequence_unique	gnl|PRJNA209528|M744_12085	unverified_transport	no
M744_RS11525	exact_sequence_unique	gnl|PRJNA209528|M744_12095	unverified_transport	no
M744_RS11530	exact_sequence_unique	gnl|PRJNA209528|M744_12100	unverified_transport	no
M744_RS11535	exact_sequence_unique	gnl|PRJNA209528|M744_12105	unverified_transport	no
M744_RS11540	exact_sequence_unique	gnl|PRJNA209528|M744_12110	unverified_transport	no
M744_RS11545	exact_sequence_unique	gnl|PRJNA209528|M744_12115	unverified_transport	no
M744_RS11550	exact_sequence_unique	gnl|PRJNA209528|M744_12120	unverified_transport	no
M744_RS11555	exact_sequence_unique	gnl|PRJNA209528|M744_12125	unverified_transport	no
M744_RS11560	exact_sequence_unique	gnl|PRJNA209528|M744_12130	unverified_transport	no
M744_RS11565	exact_sequence_unique	gnl|PRJNA209528|M744_12135	unverified_transport	no
M744_RS11580	exact_sequence_unique	gnl|PRJNA209528|M744_12160	unverified_transport	no
M744_RS11585	exact_sequence_unique	gnl|PRJNA209528|M744_12165	unverified_transport	no
M744_RS11590	absent		unverified_transport	no
M744_RS11595	exact_sequence_unique	gnl|PRJNA209528|M744_12175	unverified_transport	no
M744_RS11600	exact_sequence_unique	gnl|PRJNA209528|M744_12180	unverified_transport	no
M744_RS11605	exact_sequence_unique	gnl|PRJNA209528|M744_12185	unverified_transport	no
M744_RS11610	exact_sequence_unique	gnl|PRJNA209528|M744_12190	unverified_transport	no
M744_RS11615	exact_sequence_unique	gnl|PRJNA209528|M744_12195	unverified_transport	no
M744_RS11625	exact_sequence_unique	gnl|PRJNA209528|M744_12205	unverified_transport	no
M744_RS11630	exact_sequence_unique	gnl|PRJNA209528|M744_12210	unverified_transport	no
M744_RS11635	exact_sequence_unique	gnl|PRJNA209528|M744_12215	unverified_transport	no
M744_RS11640	absent		unverified_transport	no
M744_RS11645	absent		unverified_transport	no
M744_RS11650	exact_sequence_unique	gnl|PRJNA209528|M744_12230	unverified_transport	no
M744_RS11655	exact_sequence_unique	gnl|PRJNA209528|M744_12235	unverified_transport	no
M744_RS11665	exact_sequence_unique	gnl|PRJNA209528|M744_12245	unverified_transport	no
M744_RS11670	exact_sequence_unique	gnl|PRJNA209528|M744_12250	unverified_transport	no
M744_RS11675	exact_sequence_unique	gnl|PRJNA209528|M744_12255	unverified_transport	no
M744_RS11680	exact_sequence_unique	gnl|PRJNA209528|M744_12260	unverified_transport	no
M744_RS11685	exact_sequence_unique	gnl|PRJNA209528|M744_12265	unverified_transport	no
M744_RS11690	exact_sequence_shared	gnl|PRJNA209528|M744_09650;gnl|PRJNA209528|M744_12270	unverified_transport	no
M744_RS11695	exact_sequence_unique	gnl|PRJNA209528|M744_12275	unverified_transport	no
M744_RS11700	exact_sequence_unique	gnl|PRJNA209528|M744_12280	unverified_transport	no
M744_RS11705	exact_sequence_unique	gnl|PRJNA209528|M744_12285	unverified_transport	no
M744_RS11710	exact_sequence_unique	gnl|PRJNA209528|M744_12290	unverified_transport	no
M744_RS11715	exact_sequence_unique	gnl|PRJNA209528|M744_12295	unverified_transport	no
M744_RS11720	exact_sequence_unique	gnl|PRJNA209528|M744_12300	unverified_transport	no
M744_RS11725	exact_sequence_unique	gnl|PRJNA209528|M744_12305	unverified_transport	no
M744_RS11730	exact_sequence_unique	gnl|PRJNA209528|M744_12310	unverified_transport	no
M744_RS11735	exact_sequence_unique	gnl|PRJNA209528|M744_12315	unverified_transport	no
M744_RS11740	exact_sequence_unique	gnl|PRJNA209528|M744_12320	unverified_transport	no
M744_RS11745	exact_sequence_unique	gnl|PRJNA209528|M744_12325	unverified_transport	no
M744_RS11750	exact_sequence_unique	gnl|PRJNA209528|M744_12330	unverified_transport	no
M744_RS11755	exact_sequence_unique	gnl|PRJNA209528|M744_12335	unverified_transport	no
M744_RS11760	exact_sequence_unique	gnl|PRJNA209528|M744_12340	unverified_transport	no
M744_RS11765	exact_sequence_unique	gnl|PRJNA209528|M744_12345	unverified_transport	no
M744_RS11770	exact_sequence_unique	gnl|PRJNA209528|M744_12355	unverified_transport	no
M744_RS11775	exact_sequence_unique	gnl|PRJNA209528|M744_12360	unverified_transport	no
M744_RS11780	absent		unverified_transport	no
M744_RS11785	exact_sequence_unique	gnl|PRJNA209528|M744_12370	unverified_transport	no
M744_RS11790	exact_sequence_unique	gnl|PRJNA209528|M744_12375	unverified_transport	no
M744_RS11795	exact_sequence_unique	gnl|PRJNA209528|M744_12380	unverified_transport	no
M744_RS11800	exact_sequence_unique	gnl|PRJNA209528|M744_12385	unverified_transport	no
M744_RS11805	exact_sequence_unique	gnl|PRJNA209528|M744_12390	unverified_transport	no
M744_RS11810	exact_sequence_unique	gnl|PRJNA209528|M744_12395	unverified_transport	no
M744_RS11815	absent		unverified_transport	no
M744_RS11820	absent		unverified_transport	no
M744_RS11825	exact_sequence_unique	gnl|PRJNA209528|M744_12410	unverified_transport	no
M744_RS11830	exact_sequence_unique	gnl|PRJNA209528|M744_12415	unverified_transport	no
M744_RS11835	exact_sequence_unique	gnl|PRJNA209528|M744_12420	unverified_transport	no
M744_RS11840	absent		unverified_transport	no
M744_RS11845	exact_sequence_unique	gnl|PRJNA209528|M744_12430	unverified_transport	no
M744_RS11850	exact_sequence_unique	gnl|PRJNA209528|M744_12435	unverified_transport	no
M744_RS11855	exact_sequence_unique	gnl|PRJNA209528|M744_12440	unverified_transport	no
M744_RS11860	exact_sequence_unique	gnl|PRJNA209528|M744_12445	unverified_transport	no
M744_RS11865	exact_sequence_unique	gnl|PRJNA209528|M744_12450	unverified_transport	no
M744_RS11870	absent		unverified_transport	no
M744_RS11875	exact_sequence_unique	gnl|PRJNA209528|M744_12460	unverified_transport	no
M744_RS11880	absent		unverified_transport	no
M744_RS11885	exact_sequence_unique	gnl|PRJNA209528|M744_12475	unverified_transport	no
M744_RS11890	exact_sequence_unique	gnl|PRJNA209528|M744_12480	unverified_transport	no
M744_RS11895	exact_sequence_unique	gnl|PRJNA209528|M744_12485	unverified_transport	no
M744_RS11900	exact_sequence_unique	gnl|PRJNA209528|M744_12490	unverified_transport	no
M744_RS11905	exact_sequence_unique	gnl|PRJNA209528|M744_12495	unverified_transport	no
M744_RS11910	exact_sequence_unique	gnl|PRJNA209528|M744_12500	unverified_transport	no
M744_RS11915	exact_sequence_unique	gnl|PRJNA209528|M744_12505	unverified_transport	no
M744_RS11920	absent		unverified_transport	no
M744_RS11925	exact_sequence_unique	gnl|PRJNA209528|M744_12515	unverified_transport	no
M744_RS11930	exact_sequence_unique	gnl|PRJNA209528|M744_12520	unverified_transport	no
M744_RS11935	exact_sequence_unique	gnl|PRJNA209528|M744_12525	unverified_transport	no
M744_RS11940	absent		unverified_transport	no
M744_RS11945	exact_sequence_unique	gnl|PRJNA209528|M744_12535	unverified_transport	no
M744_RS11950	exact_sequence_unique	gnl|PRJNA209528|M744_12540	unverified_transport	no
M744_RS11955	exact_sequence_unique	gnl|PRJNA209528|M744_12545	unverified_transport	no
M744_RS11960	exact_sequence_unique	gnl|PRJNA209528|M744_12550	unverified_transport	no
M744_RS11965	exact_sequence_unique	gnl|PRJNA209528|M744_12555	unverified_transport	no
M744_RS11970	exact_sequence_unique	gnl|PRJNA209528|M744_12565	unverified_transport	no
M744_RS11975	exact_sequence_unique	gnl|PRJNA209528|M744_12570	unverified_transport	no
M744_RS11980	exact_sequence_unique	gnl|PRJNA209528|M744_12580	unverified_transport	no
M744_RS11990	exact_sequence_unique	gnl|PRJNA209528|M744_12590	unverified_transport	no
M744_RS11995	absent		unverified_transport	no
M744_RS12000	exact_sequence_unique	gnl|PRJNA209528|M744_12600	unverified_transport	no
M744_RS12005	exact_sequence_unique	gnl|PRJNA209528|M744_12605	unverified_transport	no
M744_RS12010	exact_sequence_unique	gnl|PRJNA209528|M744_12610	unverified_transport	no
M744_RS12015	exact_sequence_unique	gnl|PRJNA209528|M744_12615	unverified_transport	no
M744_RS12020	exact_sequence_unique	gnl|PRJNA209528|M744_12620	unverified_transport	no
M744_RS12025	absent		unverified_transport	no
M744_RS12030	absent		unverified_transport	no
M744_RS12035	exact_sequence_unique	gnl|PRJNA209528|M744_12635	unverified_transport	no
M744_RS12040	exact_sequence_unique	gnl|PRJNA209528|M744_12640	unverified_transport	no
M744_RS12045	exact_sequence_unique	gnl|PRJNA209528|M744_12645	unverified_transport	no
M744_RS12050	exact_sequence_unique	gnl|PRJNA209528|M744_12650	unverified_transport	no
M744_RS12055	exact_sequence_unique	gnl|PRJNA209528|M744_12655	unverified_transport	no
M744_RS12060	exact_sequence_unique	gnl|PRJNA209528|M744_12660	unverified_transport	no
M744_RS12065	exact_sequence_unique	gnl|PRJNA209528|M744_12665	unverified_transport	no
M744_RS12070	exact_sequence_unique	gnl|PRJNA209528|M744_12670	unverified_transport	no
M744_RS12075	exact_sequence_unique	gnl|PRJNA209528|M744_12675	unverified_transport	no
M744_RS12080	exact_sequence_unique	gnl|PRJNA209528|M744_12680	unverified_transport	no
M744_RS12085	exact_sequence_unique	gnl|PRJNA209528|M744_12685	unverified_transport	no
M744_RS12090	exact_sequence_unique	gnl|PRJNA209528|M744_12690	unverified_transport	no
M744_RS12095	exact_sequence_unique	gnl|PRJNA209528|M744_12695	unverified_transport	no
M744_RS12100	exact_sequence_unique	gnl|PRJNA209528|M744_12700	unverified_transport	no
M744_RS12105	exact_sequence_unique	gnl|PRJNA209528|M744_12705	unverified_transport	no
M744_RS12110	exact_sequence_unique	gnl|PRJNA209528|M744_12710	unverified_transport	no
M744_RS12115	exact_sequence_unique	gnl|PRJNA209528|M744_12715	unverified_transport	no
M744_RS12120	exact_sequence_unique	gnl|PRJNA209528|M744_12720	unverified_transport	no
M744_RS12125	exact_sequence_unique	gnl|PRJNA209528|M744_12725	unverified_transport	no
M744_RS12130	exact_sequence_unique	gnl|PRJNA209528|M744_12730	unverified_transport	no
M744_RS12135	exact_sequence_unique	gnl|PRJNA209528|M744_12735	unverified_transport	no
M744_RS12140	exact_sequence_unique	gnl|PRJNA209528|M744_12740	unverified_transport	no
M744_RS12145	exact_sequence_unique	gnl|PRJNA209528|M744_12745	unverified_transport	no
M744_RS12150	exact_sequence_unique	gnl|PRJNA209528|M744_12750	unverified_transport	no
M744_RS12155	exact_sequence_unique	gnl|PRJNA209528|M744_12755	unverified_transport	no
M744_RS12160	exact_sequence_unique	gnl|PRJNA209528|M744_12760	unverified_transport	no
M744_RS12165	absent		unverified_transport	no
M744_RS12170	exact_sequence_unique	gnl|PRJNA209528|M744_12770	unverified_transport	no
M744_RS12175	exact_sequence_unique	gnl|PRJNA209528|M744_12775	unverified_transport	no
M744_RS12180	exact_sequence_unique	gnl|PRJNA209528|M744_12780	unverified_transport	no
M744_RS12185	exact_sequence_unique	gnl|PRJNA209528|M744_12785	unverified_transport	no
M744_RS12190	exact_sequence_unique	gnl|PRJNA209528|M744_12790	unverified_transport	no
M744_RS12195	exact_sequence_unique	gnl|PRJNA209528|M744_12795	unverified_transport	no
M744_RS12200	exact_sequence_unique	gnl|PRJNA209528|M744_12800	unverified_transport	no
M744_RS12205	exact_sequence_unique	gnl|PRJNA209528|M744_12805	unverified_transport	no
M744_RS12210	exact_sequence_unique	gnl|PRJNA209528|M744_12810	unverified_transport	no
M744_RS12215	absent		unverified_transport	no
M744_RS12220	exact_sequence_unique	gnl|PRJNA209528|M744_12820	unverified_transport	no
M744_RS12225	absent		unverified_transport	no
M744_RS12230	exact_sequence_unique	gnl|PRJNA209528|M744_12830	unverified_transport	no
M744_RS12235	exact_sequence_unique	gnl|PRJNA209528|M744_12835	unverified_transport	no
M744_RS12240	exact_sequence_unique	gnl|PRJNA209528|M744_12840	unverified_transport	no
M744_RS12245	exact_sequence_unique	gnl|PRJNA209528|M744_12845	unverified_transport	no
M744_RS12250	absent		unverified_transport	no
M744_RS12255	absent		unverified_transport	no
M744_RS12260	exact_sequence_unique	gnl|PRJNA209528|M744_12860	unverified_transport	no
M744_RS12265	exact_sequence_unique	gnl|PRJNA209528|M744_12865	unverified_transport	no
M744_RS12270	exact_sequence_unique	gnl|PRJNA209528|M744_12870	unverified_transport	no
M744_RS12275	exact_sequence_unique	gnl|PRJNA209528|M744_12875	unverified_transport	no
M744_RS12280	exact_sequence_unique	gnl|PRJNA209528|M744_12880	unverified_transport	no
M744_RS12285	exact_sequence_unique	gnl|PRJNA209528|M744_12885	unverified_transport	no
M744_RS12290	exact_sequence_unique	gnl|PRJNA209528|M744_12890	unverified_transport	no
M744_RS12295	exact_sequence_unique	gnl|PRJNA209528|M744_12895	unverified_transport	no
M744_RS12300	exact_sequence_unique	gnl|PRJNA209528|M744_12900	unverified_transport	no
M744_RS12305	absent		unverified_transport	no
M744_RS12310	absent		unverified_transport	no
M744_RS12315	exact_sequence_unique	gnl|PRJNA209528|M744_12915	unverified_transport	no
M744_RS12325	exact_sequence_unique	gnl|PRJNA209528|M744_12925	unverified_transport	no
M744_RS12330	exact_sequence_unique	gnl|PRJNA209528|M744_12930	unverified_transport	no
M744_RS12335	exact_sequence_unique	gnl|PRJNA209528|M744_12935	unverified_transport	no
M744_RS12340	exact_sequence_unique	gnl|PRJNA209528|M744_12940	unverified_transport	no
M744_RS12345	exact_sequence_unique	gnl|PRJNA209528|M744_12945	unverified_transport	no
M744_RS12350	exact_sequence_unique	gnl|PRJNA209528|M744_12955	unverified_transport	no
M744_RS12355	exact_sequence_unique	gnl|PRJNA209528|M744_12960	unverified_transport	no
M744_RS12365	exact_sequence_unique	gnl|PRJNA209528|M744_12970	unverified_transport	no
M744_RS12370	exact_sequence_unique	gnl|PRJNA209528|M744_12975	unverified_transport	no
M744_RS12375	exact_sequence_unique	gnl|PRJNA209528|M744_12980	unverified_transport	no
M744_RS12380	exact_sequence_unique	gnl|PRJNA209528|M744_12985	unverified_transport	no
M744_RS12385	exact_sequence_unique	gnl|PRJNA209528|M744_12995	unverified_transport	no
M744_RS12390	exact_sequence_unique	gnl|PRJNA209528|M744_13000	unverified_transport	no
M744_RS12395	exact_sequence_unique	gnl|PRJNA209528|M744_13005	unverified_transport	no
