locus_tag	gene_symbol	protein_id	protein_id_locus_count	refseq_protein_record	computed_cds_translation	refseq_protein_sequence	protein_length_aa	protein_sequence_sha256	identity_ambiguity	experimentally_detected	characterized_homolog	tested_variant_evidence	tested_variant_growth_condition
M744_RS12380		WP_011377705.1	1	present	exact	exact	950	3d61a34040fbff048682126cd4f53f85fa2aaa5322dcf8bfa4109b1ac50417a8	none	unknown	unknown	unknown	unknown
M744_RS12385		WP_011377704.1	1	present	exact	exact	96	9a7c2a214a9597a57b6e5457307fa9ba9982eed8ea0225b5a358f685bade18a5	none	unknown	unknown	unknown	unknown
M744_RS12390		WP_011377703.1	1	present	exact	exact	167	229a6d4febf1ec6078227f20412ffe926add84ebef1fa26e40a2f046fcbb1a8f	none	unknown	unknown	unknown	unknown
M744_RS12395		WP_011377702.1	1	present	exact	exact	474	c70636a69bb3c8d4e42ee86ecede2f34152fb629a18ac0e470375405755349de	none	unknown	unknown	unknown	unknown
M744_RS12405		WP_011377700.1	1	present	exact	exact	387	783daf382b2192b14680bae32aab14154f42ca5a71edb71b7be54ac1d54c5563	none	unknown	unknown	unknown	unknown
M744_RS12410		WP_011377699.1	1	present	exact	exact	483	4b16c7b8b6e78ab772769e0e5b1d8d834076463d901eeabe69c6185ca3f6d8fb	none	unknown	unknown	unknown	unknown
M744_RS12415		WP_011377698.1	1	present	exact	exact	671	638928becc272ae6ad8c95d4793e4c14fd17d7e611848baff8274d5189fe9ee3	none	unknown	unknown	unknown	unknown
M744_RS12420		WP_011243101.1	1	present	exact	exact	161	f67367cb88f66494048121f405b9fec2ff502e8fdf7a02ae8f91d4574f3384f9	none	unknown	unknown	unknown	unknown
M744_RS12425		WP_011243102.1	1	present	exact	exact	279	64ec64c7ded3edb00c5913c4b99c04de87fd9df9ea489ffb2588abe7d0591156	none	unknown	unknown	unknown	unknown
M744_RS12430		WP_011243103.1	1	present	exact	exact	279	b2d5f36ba790fb73f34de2b9efb37cc543d7ba1cddd5b2cef2162a7fd4a58955	none	unknown	unknown	unknown	unknown
M744_RS12435		WP_011243104.1	1	present	exact	exact	114	75e8cc15ea068cbf88785bd4792e8d7387cd7015b43440d6ef3c22a2431cfdec	none	unknown	unknown	unknown	unknown
M744_RS12440		WP_011243105.1	1	present	exact	exact	89	3bc3091d7741f28313511aa68a67f4283e92be48bbd9a92d08a10bce3a49a627	none	unknown	unknown	unknown	unknown
M744_RS12450		WP_041674885.1	1	present	exact	exact	118	ad09256acbdfa266ef9d3923fd48d0d2cb44355c7374cb5040761afbefdc9c37	none	unknown	unknown	unknown	unknown
M744_RS12455		WP_011377696.1	1	present	exact	exact	212	d061bf15e7b741f06dd8c3983e168baaaaf7291f779c60be48bea32e8aec0825	none	unknown	unknown	unknown	unknown
M744_RS12460		WP_231621338.1	1	present	exact	exact	97	7e0056cfd03c8de1a5cc956f7311ed54909b23f6466a973d78a6c66a4818b079	none	unknown	unknown	unknown	unknown
M744_RS12465		WP_011243108.1	1	present	exact	exact	109	e478114c3d8c43de8fd420a53f0c9fafb19bbee04daded2842a388686b75ff44	none	unknown	unknown	unknown	unknown
M744_RS12470		WP_011243109.1	1	present	exact	exact	624	80378c4723e03d3a6045400ec438e8a02e66ccc143d9635c952062f4293487de	none	unknown	unknown	unknown	unknown
M744_RS12475		WP_011243110.1	1	present	exact	exact	487	4193a532d4440d138a90654c9a458f7dfd81789bce2e75a6e306ec25454be456	none	unknown	unknown	unknown	unknown
M744_RS12480		WP_011243111.1	1	present	exact	exact	69	ba327d9e07bf09ede82fe43631575f481ce99fae22976006a1384fbbaa56ab7a	none	unknown	unknown	unknown	unknown
M744_RS12485		WP_011243112.1	1	present	exact	exact	626	ce63817c31bf681b369482373906007505c56a7ae8f38b28c38b1e1d02982181	none	unknown	unknown	unknown	unknown
M744_RS12490		WP_231621339.1	1	present	exact	exact	167	bd8f7f8dbc3ad392c07980b4074dec9db93bed7b12d8b2f3a232be4985e1e509	none	unknown	unknown	unknown	unknown
M744_RS12495		WP_011243114.1	1	present	exact	exact	201	54e6d831a8d80da6330951e6957522d1f266e5f4bbbd52e9c6eb5c7dcc2e71b2	none	unknown	unknown	unknown	unknown
M744_RS12500		WP_011243115.1	1	present	exact	exact	181	ee06dbe876e3665771131e6d8832fa6299ff2682186e07d35da16eb79ef2af0c	none	unknown	unknown	unknown	unknown
M744_RS12505		WP_011377695.1	1	present	exact	exact	847	5c5a5360471a25fe63c06bfd8a38205905f93dfb7fee333c5560fa12fd5766a5	none	unknown	unknown	unknown	unknown
M744_RS12510		WP_011243117.1	1	present	exact	exact	120	f56e4292214ae848f4f427803c927ad2f1a95a82301f1963714e207b02af7ed2	none	unknown	unknown	unknown	unknown
M744_RS12515		WP_011243118.1	1	present	exact	exact	469	bbb55f710bda212c5c344eb4a678ea06389b681304ba29a4b7365e8654dec262	none	unknown	unknown	unknown	unknown
M744_RS12520		WP_011243119.1	1	present	exact	exact	147	39f5f9885488801437c6571c345c6844b121abd11537108ae6b70fd2ad8bb67e	none	unknown	unknown	unknown	unknown
M744_RS12530		WP_011243121.1	1	present	exact	exact	360	e54c9e030b9d7e129c68d70ce7bcafb69ece24305d0e3fd561a791b45b4b0c7e	none	unknown	unknown	unknown	unknown
M744_RS12535		WP_011377693.1	1	present	exact	exact	96	c09bbb4f5359d9d26e8f98e38a2bb175c0fc37f1ae9385ae448afca097c638c8	none	unknown	unknown	unknown	unknown
M744_RS12540		WP_039755827.1	1	present	exact	exact	67	e9765663f9b1ae0530f2c3dcb941bb1fd726c27b977cb48908f4fafe0548b929	none	unknown	unknown	unknown	unknown
M744_RS12550		WP_039755828.1	1	present	exact	exact	76	e7445a2b67ffa300a7d9a8e86d0bf5e2efcde919d7c96a55dad175a1fbf5a26e	none	unknown	unknown	unknown	unknown
M744_RS12555		WP_011243123.1	1	present	exact	exact	167	fa97773776b65e04e5ad46fcb531fb0e3175adebf80793d15cd8fcc4b7f21760	none	unknown	unknown	unknown	unknown
M744_RS12560		WP_011243124.1	1	present	exact	exact	217	891da7411f9c84e2ed1aae2ff72c219caec52cb8e8440f92c84177320c45e714	none	unknown	unknown	unknown	unknown
M744_RS12565		WP_011243125.1	1	present	exact	exact	174	7a59ac2428d2ea896c4d40273d199f734dd67a851471e91b42be744a13a23525	none	unknown	unknown	unknown	unknown
M744_RS12575		WP_039755830.1	1	present	exact	exact	72	abc38443ee80e45132a0ccb591e393f99c5162ac75e32ce3688fafafe560d76b	none	unknown	unknown	unknown	unknown
M744_RS12580		WP_011243126.1	1	present	exact	exact	347	e66c2ed5ac140aa4eb6b28435e919217100564bdf1c32f426ef752cdd79a13f5	none	unknown	unknown	unknown	unknown
M744_RS12590	murA	WP_173282550.1	1	present	exact	exact	438	e5462b30f0d5baadb4808969dbed750518ec629c8b2fb2b6bca52af25d68d589	none	unknown	unknown	unknown	unknown
M744_RS12600		WP_011243128.1	1	present	exact	exact	568	5895f57d01f3b891ebb2b16a7aa39a69131d2b29741b956a61f1caa9e37282f4	none	unknown	unknown	unknown	unknown
M744_RS12605	ispG	WP_011243129.1	1	present	exact	exact	407	28f034a80fcd0c68d14adb4823b66d56b3714eaf9266c4e517c27afbc9a30d2d	none	unknown	unknown	unknown	unknown
M744_RS12610	ctpC	WP_011243130.1	1	present	exact	exact	425	82b2b4571563416740804aaaa2a347f56dc3360eade28af73fae57b71e64a6ed	none	unknown	unknown	unknown	unknown
M744_RS12615	carB	WP_011243131.1	1	present	exact	exact	1097	9b5ff8ad3892523d2fe86dd1d044b7a1f54442e97701b86c0751763203648dcd	none	unknown	unknown	unknown	unknown
M744_RS12620		WP_039755832.1	1	present	exact	exact	212	6c30a9cff6934716eab75d77f07d29b6f8ac38b7de67cc421e1a180048eb75b0	none	unknown	unknown	unknown	unknown
M744_RS12625		WP_011243133.1	1	present	exact	exact	109	95a84fb16c48ca4696984e676098317d989d800c0b1a7b730a33ddb2674b7688	none	unknown	unknown	unknown	unknown
M744_RS12630		WP_011243134.1	1	present	exact	exact	583	3f530ee01882dcd4e880a7e44d26cd285be8c263dc17cc91c18a59d2e6c9b904	none	unknown	unknown	unknown	unknown
M744_RS12635		WP_011377691.1	1	present	exact	exact	489	5e5b3a68db03d1901d2409ca0b04208a4062a5bf7674ee416af767f3ef3b43a7	none	unknown	unknown	unknown	unknown
M744_RS12640	cbiT	WP_011377690.1	1	present	exact	exact	204	c34dde6a029954fc15466e85b831e4a9869e9c9234a0ec9a3315772d4e466aa3	none	unknown	unknown	unknown	unknown
M744_RS12645		WP_231621340.1	1	present	exact	exact	199	1d2023161572c7e36932702049221ce3248e61c93b467e2862fce4112aec8951	none	unknown	unknown	unknown	unknown
M744_RS12650		WP_011243138.1	1	present	exact	exact	211	9ed0695d72725dc1d96958edd61bc7535d1e514e1416fdd0e9cb4628bb32d9ae	none	unknown	unknown	unknown	unknown
M744_RS12655	dprA	WP_011377689.1	1	present	exact	exact	402	afe695a8354dfe6c4d66a356cf13a5172db368759dad6e3290ed1c2a60511e89	none	unknown	unknown	unknown	unknown
M744_RS12660		WP_011377688.1	1	present	exact	exact	262	e18b0d7cfb0d600284786cdd05401cdda4eea77b347ec2ccfbf2fb26cb1ada52	none	unknown	unknown	unknown	unknown
M744_RS12665		WP_011243141.1	1	present	exact	exact	153	be4226701a6464a498526b7ec4096db8bb209a117b79fbdba67121835ae68ef2	none	unknown	unknown	unknown	unknown
M744_RS12670		WP_011243142.1	1	present	exact	exact	277	71b259e800227260521a344d7f4753727aa290a5e38c871a1fee696f2721ceda	none	unknown	unknown	unknown	unknown
M744_RS12675	psbM	WP_011243143.1	1	present	exact	exact	35	ff5d3d4e53fe57db55f58b959957a3a1f085a479ca0061e3364eb691c608e35c	none	unknown	unknown	unknown	unknown
M744_RS12680		WP_011243144.1	1	present	exact	exact	144	abcf1a89d4190fae05819ca0fa5152533daf54c20470fd764fbcd5437e0ee346	none	unknown	unknown	unknown	unknown
M744_RS12685	psbB	WP_011243145.1	1	present	exact	exact	508	b94c6449085dd54771dbdfdb5de2c7be4c0a76d28696315ca7d59a3103df554e	none	unknown	unknown	unknown	unknown
M744_RS12690		WP_011243146.1	1	present	exact	exact	31	f72727abcd481fbb76da687216db050d7921f3ceba11eb8b963c96e2089585d1	none	unknown	unknown	unknown	unknown
M744_RS12695	nrdR	WP_011243147.1	1	present	exact	exact	168	84f5155ff5930a8bca3dcdd0a2789658d6ac63f817ea2c7e14bf3d5e8e753ea5	none	unknown	unknown	unknown	unknown
M744_RS12700		WP_011243148.1	1	present	exact	exact	307	8c0b53666fe714667310f1ac73bff07a92def79c2fdbfec3302b06ed697e7bf5	none	unknown	unknown	unknown	unknown
M744_RS12705		WP_011243149.1	1	present	exact	exact	261	99e3ae9d00aff426ce4c1aac682a42e17523f50dbb5009d3dcbfe178a4180319	none	unknown	unknown	unknown	unknown
M744_RS12710		WP_011243150.1	1	present	exact	exact	184	4d40d390b2c1d14ad836405bd9c05b08f2c34f5941d77a4fa9c29552cf4abdda	none	unknown	unknown	unknown	unknown
M744_RS12715		WP_011377685.1	1	present	exact	exact	114	d7305531c56484e9026086eda6aa4bb8d0a51a2c0e620beeaf5dfec79d19c332	none	unknown	unknown	unknown	unknown
M744_RS12720	clpS	WP_011377684.1	1	present	exact	exact	95	96a6133d6cbf1bab8d51c94e4953c45354a4dc2696ea2b615d607cf88967dbb9	none	unknown	unknown	unknown	unknown
M744_RS12725		WP_011377683.1	1	present	exact	exact	277	83676fc54ff8fb3c7cd2a1e3001f5f91d11ac2620f7a65f5e56aed6246a0a2b3	none	unknown	unknown	unknown	unknown
M744_RS12730		WP_011243153.1	1	present	exact	exact	112	e227b60cd9fab5798bdfe69116a48fce0682bd97460fb166e6462e7d1f3bf7f1	none	unknown	unknown	unknown	unknown
M744_RS12735		WP_011243154.1	1	present	exact	exact	539	2169dff632eb3bd61b8e0f55882a972c9a4fd68dfb849a5f97590d88d8657b40	none	unknown	unknown	unknown	unknown
M744_RS12740	cofH	WP_011243155.1	1	present	exact	exact	386	b427a8587c1efab288dfb912f7600e8989d5b390d7d15840e4ce0c7c6cce536b	none	unknown	unknown	unknown	unknown
M744_RS12745		WP_039755834.1	1	present	exact	exact	66	c93aeb08e2b49e3b1202f6b909298bcbfc981019222541b53c7acfb28a3f3113	none	unknown	unknown	unknown	unknown
M744_RS12750	groL	WP_011243156.1	1	present	exact	exact	555	3575cf7947488294a03780d3d0fb3bb199ee97f9d3cbd1dbbcf6fc1df0ea6954	none	unknown	unknown	unknown	unknown
M744_RS12755	fabG	WP_011243157.1	1	present	exact	exact	249	e75d176e974b90f85ca6bd3feb1336aeadbb0ed11744413ffac43ed52bee9dae	none	unknown	unknown	unknown	unknown
M744_RS12760		WP_011243158.1	1	present	exact	exact	341	c27d71ef9176cbcca044e324c89163c1f3424d13ea998be55630d577c7d0a6ed	none	unknown	unknown	unknown	unknown
M744_RS12765		WP_011377682.1	1	present	exact	exact	319	6c288686e14d8f77c99f3a27e89c65c13563fc01ab4947abecac782c5aecb083	none	unknown	unknown	unknown	unknown
M744_RS12770	ispD	WP_011377681.1	1	present	exact	exact	232	1625ad3df9ce1de31e6deab85cea8ecd1ba6dafbfd17060fbc02cc83ea0969ee	none	unknown	unknown	unknown	unknown
M744_RS12775		WP_011243161.1	1	present	exact	exact	271	c6d9f9a901e12794183db34361d2c2bcc057bd7eae660a561cb2c6b475bc33b7	none	unknown	unknown	unknown	unknown
M744_RS12780		WP_011377680.1	1	present	exact	exact	107	91ce40fd2f144c26725986d53e3ca77b75907856108a1d3caac03e0f2db9f2c8	none	unknown	unknown	unknown	unknown
M744_RS12790		WP_011243163.1	1	present	exact	exact	211	6bb68cab2bbf18f9bd11f8fc0c3ff88926c41423a605537354fd7dc3c297c4bc	none	unknown	unknown	unknown	unknown
M744_RS12800		WP_011377679.1	1	present	exact	exact	126	0f312354992709a96fa8883d74123dedf645262dcbbcb9ab0cd67b15fbb37242	none	unknown	unknown	unknown	unknown
M744_RS12805		WP_011377678.1	1	present	exact	exact	401	178dcd20279e84c50a732ef125254161c645ece3dd01fc395e90b6ea14dbf5a3	none	unknown	unknown	unknown	unknown
M744_RS12810		WP_011377677.1	1	present	exact	exact	173	2ff32a9db9bf4ceb9e2024769c8e7bd0be65cd18f600b0a1969b0c78a751f901	none	unknown	unknown	unknown	unknown
M744_RS12815	hemF	WP_011243167.1	1	present	exact	exact	342	e84bacbbe5e2f21d1f8b32aaf208924260ea534a2f42a7fea708b1eac14c7873	none	unknown	unknown	unknown	unknown
M744_RS12820	mutY	WP_011243168.1	1	present	exact	exact	360	b4f4f33f4d6538d84f5f44c8ed35afd5df1df5191d49effdc9f1ab683c0c8cec	none	unknown	unknown	unknown	unknown
M744_RS12825		WP_011377675.1	1	present	exact	exact	320	baaa1df9e854d62c5f5caec4bd8375c241a6826c9a92bfd2700417811091afbc	none	unknown	unknown	unknown	unknown
M744_RS12830		WP_011377674.1	1	present	exact	exact	165	160344de09990089884a34642603ef15be17c0e78fcc95ed1317b8f1236f4769	none	unknown	unknown	unknown	unknown
M744_RS12835		WP_011243171.1	1	present	exact	exact	338	eec973c45a3e9cf694c41185016da5805da6d0b339ca3f456cd0ec493bd89e93	none	unknown	unknown	unknown	unknown
M744_RS12840		WP_011243172.1	1	present	exact	exact	199	d82272d078c2f8f18db0b6443a7bd847c6a94bf1e29bb1ce800f796b87d5198a	none	unknown	unknown	unknown	unknown
M744_RS12850		WP_011243173.1	1	present	exact	exact	103	f2b189873a8df9bd30ef70a3398032b8464f6436280df21cef605607f7dc1f4c	none	unknown	unknown	unknown	unknown
M744_RS12855		WP_011243174.1	1	present	exact	exact	206	7a3b0e02f9c6053b323e344ba56aedc9b7e835f22d522529a32e00d3e8dd4658	none	unknown	unknown	unknown	unknown
M744_RS12860		WP_011243175.1	1	present	exact	exact	248	48958b0b56285400150649f940923e1d4499f4a6d6aafdeef93b393bdb6077f8	none	unknown	unknown	unknown	unknown
M744_RS12865		WP_011377671.1	1	present	exact	exact	449	fd1d6fc64c0c3c8fe6fa925db9136a4ab6448f0537e8452151cc2ed4f384becd	none	unknown	unknown	unknown	unknown
M744_RS12870		WP_011243177.1	1	present	exact	exact	632	aff6006da77175056983368a2b9b12a556c3770e6c35733b1570decdbe1a1d09	none	unknown	unknown	unknown	unknown
M744_RS12875		WP_011377670.1	1	present	exact	exact	304	3cd5f37b6419686b53fe82d702d8e8a4e0e49706cab6c7671be380ed63f99e22	none	unknown	unknown	unknown	unknown
M744_RS12880		WP_231621341.1	1	present	exact	exact	530	3f3f475ae88dce7dac6ba3b96c200b1bca32fc30e4ada2d64265002cba154346	none	unknown	unknown	unknown	unknown
M744_RS12885		WP_039755844.1	1	present	exact	exact	278	a9f3cd407b062ad35aed61e911177783dfa397a281593bb1b67e839b7dfffa68	none	unknown	unknown	unknown	unknown
M744_RS12890		WP_039755845.1	1	present	exact	exact	501	2e8792ff38b2820d2daeb5d520f6fcb859481c5b337eca60162bc02dbb5dbeca	none	unknown	unknown	unknown	unknown
M744_RS12895		WP_011243182.1	1	present	exact	exact	70	d2590d62d92b93dea3fe6d1d1931180782397f055fec1b95f9299450f8cf5fc1	none	unknown	unknown	unknown	unknown
M744_RS12900		WP_011243183.1	1	present	exact	exact	113	1e1e17209ff64b02eafe2fcf70c200a436ccb68ebdc6742607e25477b6debc52	none	unknown	unknown	unknown	unknown
M744_RS12905	psbC	WP_011377666.1	1	present	exact	exact	461	1302247e5060090a9418df23364746539c56feae89aec8ea53c5b000a74fdc38	none	unknown	unknown	unknown	unknown
M744_RS12910	psbD	WP_011243185.1	2	present	exact	exact	352	9515050de3b3b3c0f676db5c04d6a73ad413f02c6732ac5b84bae7b569ca4575	shared_protein_id	unknown	unknown	unknown	unknown
M744_RS12915		WP_011243186.1	1	present	exact	exact	188	09b21e821e250ea57110ef21685fbe0d73925079116f58b0941a1328850d16ea	none	unknown	unknown	unknown	unknown
M744_RS12920		WP_011243187.1	1	present	exact	exact	243	a8842ec4cb9469b47c12a7091a4e54f5ffd4c0ff5a75f45e9458b02014415742	none	unknown	unknown	unknown	unknown
M744_RS12925		WP_011243188.1	1	present	exact	exact	529	d5aacbe2640578d62c2628dd03fb23843cf5a7d24f2b840bdf62d6e85c802354	none	unknown	unknown	unknown	unknown
M744_RS12930	priA	WP_011243189.1	1	present	exact	exact	806	4927d2c1c268934419392456f514ee39321bdc1f554323b18d5739a5cc076fee	none	unknown	unknown	unknown	unknown
M744_RS12935		WP_011243190.1	1	present	exact	exact	161	7395250160c0866edef16c05a7046fed2fe52099d06c29f867fc0ed3cd69ca0c	none	unknown	unknown	unknown	unknown
M744_RS12940	rpoD	WP_011377664.1	1	present	exact	exact	399	94fb40f3f1942ec312ce72e032470cebc3091c69f49e2e43fa795586e8e34e16	none	unknown	unknown	unknown	unknown
M744_RS12945		WP_011377663.1	1	present	exact	exact	283	35c8ee5d01b652aa08650b6499faaa58ba86d73debaaefa01e6d65547c0a239f	none	unknown	unknown	unknown	unknown
M744_RS12950		WP_011377662.1	1	present	exact	exact	180	3344c6a78d37d4553f5a1bc84efede8f682b0c29689fbb4b8d6a6ec01bf0b934	none	unknown	unknown	unknown	unknown
M744_RS12955		WP_011377661.1	1	present	exact	exact	75	649bf5ace8e24b86e9899cd00c7fe3596a3c36720e48e2f3b3927bc4c4379481	none	unknown	unknown	unknown	unknown
M744_RS12960	hemL	WP_039755849.1	1	present	exact	exact	433	56af70614cc3c97e389c2c5c96939f93096a7834f012fd4480a1269560d585e1	none	unknown	unknown	unknown	unknown
M744_RS12965	cikA	WP_011243194.1	1	present	exact	exact	754	f6673fa76cebd23bceb10cdcfa4178e7d372b10404619ae60e8782af1cfccb20	none	unknown	unknown	unknown	unknown
M744_RS12970		WP_011377659.1	1	present	exact	exact	67	97686aa4d46fd83e91b3fa86db92cdf0d3b7e56eee6a588976ab25312a013bdc	none	unknown	unknown	unknown	unknown
M744_RS12975		WP_011243195.1	1	present	exact	exact	181	bfe3e1e558eda16a0bdcb75920f70e62f2439947905514ebca58b6aff0037799	none	unknown	unknown	unknown	unknown
M744_RS12980		WP_011377658.1	1	present	exact	exact	635	8b16cfc6d0dde9edc720795679a198f1ae7d35360ec1bd7dc320d6fe58ab9a4c	none	unknown	unknown	unknown	unknown
M744_RS12985		WP_011243197.1	1	present	exact	exact	588	082f936b0a373bed869107903da0d9cb0ab8db058b4c7f8be27c3e17363e9a82	none	unknown	unknown	unknown	unknown
M744_RS12990	eno	WP_011243198.1	1	present	exact	exact	430	21e98d0aff3290d74d91bbd9ccf9e922aa181948dc31b53d12259546fd216c44	none	unknown	unknown	unknown	unknown
M744_RS12995	gloA	WP_011243199.1	1	present	exact	exact	137	7a4f5b329af93d1c50ab491f83877e8f85902827c233a97d77f27f04f7715b14	none	unknown	unknown	unknown	unknown
M744_RS13000	clpB	WP_011243200.1	1	present	exact	exact	895	777cb1825faa3e4227938a73d1c772a5e2cf9461bc209dd1fcabba54c4331063	none	unknown	unknown	unknown	unknown
M744_RS13005	secE	WP_011243201.1	1	present	exact	exact	81	a52fc95c2a94e157426622116de6465ea63f5552d6919ec8697f4112cfe201be	none	unknown	unknown	unknown	unknown
M744_RS13010	nusG	WP_011377657.1	1	present	exact	exact	205	f93cce232e90a28ca35d255d4648e2c2f7b7770a6124f246f1a10f5f5a761c31	none	unknown	unknown	unknown	unknown
M744_RS13015	rplK	WP_011377656.1	1	present	exact	exact	141	89588f3deffed19ed3f35733be23abe55d3431b7cac791c25a894e75938da330	none	unknown	unknown	unknown	unknown
M744_RS13020	rplA	WP_011377655.1	1	present	exact	exact	237	0f719dd03c1cfa858b5fc5f2292b256efec88861b55377822d3004e2092ae4ba	none	unknown	unknown	unknown	unknown
M744_RS13025	rplJ	WP_011243205.1	1	present	exact	exact	175	869880043c66186d0b53881de0850eea77b7a76033cbec8ccc66fbfdb5b1d0d8	none	unknown	unknown	unknown	unknown
M744_RS13030	rplL	WP_011243206.1	1	present	exact	exact	128	e1abed47a952df4388e8ad327280e61377d583f92c0bd75701ae377d88c9201b	none	unknown	unknown	unknown	unknown
M744_RS13035		WP_011243207.1	1	present	exact	exact	380	49053930a3aa238c1d375fd575d1d1f2e2c7d1e0aa8b01966b86998b10c32dbf	none	unknown	unknown	unknown	unknown
M744_RS13040		WP_011377654.1	1	present	exact	exact	68	7d4baed6913afa3b32190dd2a46ce6b7d65d7f17625320b2cf96a18c0cdc5e92	none	unknown	unknown	unknown	unknown
M744_RS13045	speE	WP_011243208.1	1	present	exact	exact	286	f79cb6594a997cf551f52f3a3e52b6f5d25b8c07a0920b6fd25b73cf802cfd37	none	unknown	unknown	unknown	unknown
M744_RS13050		WP_011243209.1	1	present	exact	exact	254	449f94ddfc895f93fb2e101d95ca817e1d90d6ce8b6dab5605c7ac1b8919f0a7	none	unknown	unknown	unknown	unknown
M744_RS13060	ilvD	WP_011243210.1	1	present	exact	exact	619	466fb914e75ba8b5d564713373a36b173b89a1e697a70eff6d1d58977a724d26	none	unknown	unknown	unknown	unknown
M744_RS13065		WP_011377653.1	1	present	exact	exact	588	f0a1cb91c7ea0d662fca08f08a08873840e36c262e9a6f25961d857c6c5f82b5	none	unknown	unknown	unknown	unknown
M744_RS13070	ldpA	WP_011377652.1	1	present	exact	exact	352	d8ac53b582ce498d36fb0a8990bd27727266f4f0dfc2d4db0c36d3953e509ec9	none	unknown	unknown	unknown	unknown
M744_RS13075	trxB	WP_011377651.1	1	present	exact	exact	459	a64b9e84fa2a95bb4bfca4d80cd93abc4329b331e38436d66e2581a515acbf33	none	unknown	unknown	unknown	unknown
M744_RS13080		WP_011377650.1	1	present	exact	exact	665	2080a63de2631adf4ab0845e0d7a6662f00c86a2d3b99f7bb858352830b68483	none	unknown	unknown	unknown	unknown
M744_RS13085		WP_011243215.1	1	present	exact	exact	392	129a4981110cca203071eb6d1101fe9412258ca9deb986453b33564db7672a1d	none	unknown	unknown	unknown	unknown
M744_RS13090		WP_011243216.1	1	present	exact	exact	234	1fdb09f31ef637248f2742405431433f4ca0ad0a597c3b5373ba5196df23e6ea	none	unknown	unknown	unknown	unknown
M744_RS13095		WP_199290787.1	1	present	exact	exact	205	e690640f175f71ed04bc046c17e67ba634899a0162630541230a158a63ab734e	none	unknown	unknown	unknown	unknown
M744_RS13100	ahcY	WP_011377649.1	1	present	exact	exact	426	4b3c39a7b990330c11c7d72cde60fc7ad1e3937b0e9c67f7fc37741c21afe299	none	unknown	unknown	unknown	unknown
M744_RS13105		WP_011377648.1	1	present	exact	exact	125	4a51e1608f4c9a87b431fd1bbc31faf91e26acc1e476ba1f41f5bd7644e922c9	none	unknown	unknown	unknown	unknown
M744_RS13110	hrcA	WP_011243220.1	1	present	exact	exact	353	8ab6956b10dacadae34be0e514ea2249e4777716e96c09824b7af58a2ce95a64	none	unknown	unknown	unknown	unknown
M744_RS13115		WP_011243221.1	1	present	exact	exact	114	eb664af759c7bfe4691a9af9d17d31fc23f4d35cde1f54c5588b76aa47aaaee0	none	unknown	unknown	unknown	unknown
M744_RS13120		WP_011243222.1	1	present	exact	exact	559	a7a97cb8be7ca51f617209884b51798bf1a9855409c23f59ae4a32e4f55354f9	none	unknown	unknown	unknown	unknown
M744_RS13125	sixA	WP_011243223.1	1	present	exact	exact	162	72ca8478733a88e11055c98112efb936badf9a5978c440195e7e07a13dfc679f	none	unknown	unknown	unknown	unknown
M744_RS13130		WP_011377647.1	1	present	exact	exact	386	bf289d5e9cffda307761694b5d907bbe658a89083a3cb084060823dbf91aae84	none	unknown	unknown	unknown	unknown
M744_RS13135		WP_011377646.1	1	present	exact	exact	796	700b90fbad9392c82b213eeb7c0e308eaf1b6ff63d0461f5a854ffe0e70ae810	none	unknown	unknown	unknown	unknown
M744_RS13140		WP_011377645.1	1	present	exact	exact	599	0644c742edcf0ba99205dd1f8bee55a85feab0afd14893424ca3fb524e7cbfa5	none	unknown	unknown	unknown	unknown
M744_RS13145		WP_011377644.1	1	present	exact	exact	496	732cd4726de47554c409e97df001e50ac65f750101c7f100a84d9b608998fb3e	none	unknown	unknown	unknown	unknown
M744_RS13150		WP_011377643.1	1	present	exact	exact	180	8c494aa250ec602a51a1422eda62a2b9c1ab764a3327df810fd7a4f65b02cf76	none	unknown	unknown	unknown	unknown
M744_RS13155		WP_427916594.1	1	present	exact	exact	116	c00811078d7eb67f5152ea322d14b36991ef65bf86e5ebad3fba0b4f2861fe82	none	unknown	unknown	unknown	unknown
M744_RS13160	aat	WP_011377642.1	1	present	exact	exact	226	34640e44f0bef1f2ec6a6106b42ebaf28f43b3f14c03a4ce8752f3dec4ae0611	none	unknown	unknown	unknown	unknown
M744_RS13165		WP_011377641.1	1	present	exact	exact	327	bc35214233ef7e3e3da11d7bddb2b84e1d6bf5e801588857aece964456ccbd65	none	unknown	unknown	unknown	unknown
M744_RS13170	rpe	WP_039755853.1	1	present	exact	exact	227	920de6051bdb367e7d4ee500fae61bc0bdd1ae69e5f36a0c1dabe2eebedba45f	none	unknown	unknown	unknown	unknown
M744_RS13175		WP_011243233.1	1	present	exact	exact	430	e1f8a9c4de9b5043ca6ef8da13b95141722c951f2993f3fb0bd2a40d1d87cec2	none	unknown	unknown	unknown	unknown
M744_RS13180		WP_011243234.1	1	present	exact	exact	202	db7ac81c6fff24ab73f564e9b2462e72bf9fc163bf1751931517a88a63a80d1b	none	unknown	unknown	unknown	unknown
M744_RS13185		WP_011243235.1	1	present	exact	exact	510	0d8921e6fb3f06d2896520ef132cd26076bd509784c71d99c35d7857d0fdd640	none	unknown	unknown	unknown	unknown
M744_RS13190		WP_011243236.1	1	present	exact	exact	200	ecf548912708e1e0a4acde7b97528f649cb5ae3c221da496a092fc8e4d9ec727	none	unknown	unknown	unknown	unknown
