tss_id	replicon	type	strand	position	source_locus_tag	source_start_distance_nt	mapping_status	mapping_reason	mapped_locus_tag	dark_log2fc	dark_padj	high_light_log2fc	high_light_padj	high_temperature_log2fc	high_temperature_padj	control_1	control_2	dark_1	dark_2	high_light_1	high_light_2	high_temperature_1	high_temperature_2
aTSS+621034	CP006471	aTSS	+	621034	M744_RS03265	1851	mapped	exact_current_locus_id	M744_RS03265	-2.50213362351424	4.38163151298324e-11	0.866624639316801	0.00406465187021045	-0.568583574973766	0.13139489754429	416	368	9	26	301	393	238	130
nTSS+391	CP006472	nTSS	+	391			unassociated	source_locus_missing		-0.15110484082809	0.596647593733817	-0.907205523179177	0.000987586546382899	0.367917722874496	0.278926741167513	568	515	86	159	123	157	705	305
aTSS-2182909	CP006471	aTSS	-	2182909	M744_RS10805	172	mapped	exact_current_locus_id	M744_RS10805	-2.44961299601034	3.71002798052278e-13	-1.29615926885814	1.62934004591439e-05	-0.347134016420137	0.375570736204005	727	574	23	36	126	128	522	220
aTSS+2616734	CP006471	aTSS	+	2616734	M744_RS12945	179	mapped	exact_current_locus_id	M744_RS12945	0.346739105968457	0.382902050712147	2.15887164860977	9.19105122330991e-10	-0.544131773886615	0.265687736973824	131	132	29	55	192	392	93	38
iTSS-163523	CP006471	iTSS	-	163523	M744_RS00865	799	mapped	exact_current_locus_id	M744_RS00865	-1.81641895777015	9.55452464317953e-09	0.101489083355171	0.750368790090529	0.569671259530991	0.0859863802231867	501	461	25	43	196	310	687	328
iTSS-1799120	CP006471	iTSS	-	1799120	M744_RS09070	405	mapped	exact_current_locus_id	M744_RS09070	-0.316372219421525	0.254056415893216	-0.355609539107304	0.206828100231697	-0.329641039111106	0.347805645727756	600	719	97	168	229	269	480	254
aTSS-483206	CP006471	aTSS	-	483206	M744_RS02550	1351	mapped	exact_current_locus_id	M744_RS02550	-0.380429296374665	0.192227165032925	0.341125324777885	0.245803954562914	-0.327697507422156	0.379995170733417	566	538	94	112	307	369	487	170
aTSS-1752894	CP006471	aTSS	-	1752894	M744_RS08830	20	mapped	exact_current_locus_id	M744_RS08830	-0.430440564604787	0.151804731813138	-0.201155350581463	0.526743929048564	0.670874862925374	0.0446219735708715	513	374	67	95	173	199	698	315
iTSS+1871585	CP006471	iTSS	+	1871585	M744_RS09355	3889	mapped	exact_current_locus_id	M744_RS09355	-0.729076911812498	0.0294623419517481	-0.293308064006263	0.40851282180723	-0.607587079718323	0.132594312952113	479	712	55	129	177	302	374	181
aTSS-341854	CP006471	aTSS	-	341854	M744_RS01810	825	mapped	exact_current_locus_id	M744_RS01810	-1.16132337235681	0.000203497023985523	0.393851496459288	0.203126613961156	0.0149651826054793	0.976218976273087	634	439	46	73	297	387	592	214
aTSS-1062439	CP006471	aTSS	-	1062439	M744_RS05545	75	mapped	exact_current_locus_id	M744_RS05545	1.32382150777248	7.61563731817107e-06	-1.09353606321221	0.000775557219467273	0.225692487752777	0.60121051596207	307	234	126	212	59	63	303	146
aTSS+1894853	CP006471	aTSS	+	1894853	M744_RS09455	1202	mapped	exact_current_locus_id	M744_RS09455	-1.09756925072209	0.00266969426183655	1.38103680735525	1.37810236112846e-05	-0.138507708343845	0.783560263779725	274	224.5	17	42	251	384	208	109.5
iTSS-1380954	CP006471	iTSS	-	1380954	M744_RS07095	2531	mapped	exact_current_locus_id	M744_RS07095	-0.296180127674281	0.437910915586017	1.17681628477226	0.000757865313109272	-0.106176572975799	0.851630138508126	266	235	37	65	181	383	261	88
iTSS-1747037	CP006471	iTSS	-	1747037	M744_RS08805	255	mapped	exact_current_locus_id	M744_RS08805	-1.45913128045825	7.55146872494234e-06	0.461919429679749	0.137386623995925	0.367883310109509	0.349327817963076	547	409	27	61	302	331	653	254
aTSS-1974782	CP006471	aTSS	-	1974782	M744_RS09810	574	mapped	exact_current_locus_id	M744_RS09810	0.082746343032772	0.788979440255681	-1.28584259014245	1.49919946316456e-05	0.00820406488040988	0.985599665435114	589	610	111	209	112	125	686	225
nTSS+2200756	CP006471	nTSS	+	2200756			unassociated	source_locus_missing		-6.047755107733	2.85347687646694e-05	2.20836215042471	2.56939749349209e-11	0.588208272543874	0.173517416565149	137	134	1	0	301	298	205	89
aTSS-1809030	CP006471	aTSS	-	1809030	M744_RS09115	648	mapped	exact_current_locus_id	M744_RS09115	0.464662336587448	0.140108090890192	-0.516178686519851	0.115868807992498	-0.0896665397731487	0.857575631689241	462	426	102	209	164	130	399	193
aTSS-1960595	CP006471	aTSS	-	1960595	M744_RS09730	35	mapped	exact_current_locus_id	M744_RS09730	0.472367600414482	0.0903839512112452	-0.715067178614762	0.0128713685679481	-0.114820186542115	0.788949565191614	505	425	115	209	119	156	402	203
aTSS-560349	CP006471	aTSS	-	560349	M744_RS02950	211	mapped	exact_current_locus_id	M744_RS02950	-2.31527384639131	9.96291940582396e-07	1.78830727646541	1.32542231510573e-07	-0.0112059313423941	0.983572991516765	218	163	7	12	300	333	216	69
aTSS+433544	CP006471	aTSS	+	433544	M744_RS02300	49	mapped	exact_current_locus_id	M744_RS02300	-2.6372140186716	4.05382564135311e-14	-0.137653302372199	0.672964062598508	0.342438686379314	0.359066867923154	575	506	17	26	181	302	655	317
iTSS-1732328	CP006471	iTSS	-	1732328	M744_RS08740	1464	mapped	exact_current_locus_id	M744_RS08740	0.0169190984541626	0.958495108538104	0.545136617337626	0.0691008770533448	-0.396629118492665	0.299092395101039	430	522	78	167	296	378	392	144
iTSS+1775876	CP006471	iTSS	+	1775876	M744_RS08965	264	mapped	exact_current_locus_id	M744_RS08965	-1.54800651331747	1.50340037919653e-05	1.12780508385186	0.000212056972286144	-0.289296408770441	0.504732458834365	299	303	20	31	264	378	205	130
aTSS+1137698	CP006471	aTSS	+	1137698	M744_RS05895	221	mapped	exact_current_locus_id	M744_RS05895	-0.0590286921102078	0.864247052500909	-2.29673826780355	5.35351065521658e-11	0.828855136058564	0.0229267184589537	428	297	66	107	28	44	678	267
aTSS-1035565	CP006471	aTSS	-	1035565	M744_RS05410	104	mapped	exact_current_locus_id	M744_RS05410	-0.175393339550967	0.597027846766052	0.617421462125819	0.0513017489994136	-0.16859186876968	0.717550108906226	560	344	68	134	295	377	382	187
aTSS-1431543	CP006471	aTSS	-	1431543	M744_RS07325	54	mapped	exact_current_locus_id	M744_RS07325	0.130968169132734	0.650976853138435	-0.463875879631927	0.106407933659722	-0.0795147275355078	0.856743187269429	605	563	137	175	161	254	590	225
nTSS+2209109	CP006471	nTSS	+	2209109			unassociated	source_locus_missing		-1.81540288049539	2.91315706402395e-08	0.550786560804269	0.0594553404127175	-0.509062120344791	0.155892833192875	428	469	21	43	265	376	311	141
aTSS+163226	CP006471	aTSS	+	163226	M744_RS00865	1096	mapped	exact_current_locus_id	M744_RS00865	0.967908151352977	0.000730641069736139	-0.934984526338394	0.00228259620468573	0.174153239433883	0.683463960885946	350	339	129	206	65	112	405	163
iTSS-7451	CP006472	iTSS	-	7451	M744_RS13325	347	mapped	exact_current_locus_id	M744_RS13325	-0.79463191708812	0.00571978795400599	-0.538307075648942	0.0598223068041197	0.21804687335648	0.570688181080419	545	530	59	95	153	207	673	252
aTSS-1007651	CP006471	aTSS	-	1007651	M744_RS05245	269	mapped	exact_current_locus_id	M744_RS05245	-3.18948086320271	6.05860093090126e-13	0.663711070102126	0.0528634680396647	0.596014383038487	0.150045000085108	537	301	7	16	295	345	672	260
aTSS-929330	CP006471	aTSS	-	929330	M744_RS04790	570	mapped	exact_current_locus_id	M744_RS04790	1.06035821232742	0.000329518413249475	-0.931690794107994	0.00332202075822582	-0.747217158338678	0.0405871446249044	279	370	136	198	73	92	188	88
aTSS-1107912	CP006471	aTSS	-	1107912	M744_RS05760	4	mapped	exact_current_locus_id	M744_RS05760	-1.95417897381009	1.24566767486148e-10	-1.0682586185188	0.000132668372780221	-0.118121957181271	0.778944536529739	617	686	34	49	125	178	608	261
aTSS-929263	CP006471	aTSS	-	929263	M744_RS04790	503	mapped	exact_current_locus_id	M744_RS04790	-1.0713717899042	0.000110672140367394	0.0198017598390361	0.94762015558972	0.0908152081468987	0.825206440549374	638	585	54	91	248	357	601	312
aTSS+1010796	CP006471	aTSS	+	1010796	M744_RS05260	464	mapped	exact_current_locus_id	M744_RS05260	0.653272402299426	0.0233018268187999	-0.0907565368612066	0.788288479805328	-0.0965412106734772	0.832643887919917	367	464	135	186	178	198	419	156
iTSS+1807313	CP006471	iTSS	+	1807313	M744_RS09105	756	mapped	exact_current_locus_id	M744_RS09105	1.16829141872499	4.42525309691349e-05	-0.320443869136377	0.318504104665307	0.474344315014701	0.19405930158194	314	251	135	175	98	121	396	171
nTSS-2224820	CP006471	nTSS	-	2224820			unassociated	source_locus_missing		-0.948035549871036	0.0160008570501124	1.77384065212519	1.12992964668093e-07	0.782396393184254	0.0554339809118912	176	198	19	29	254	371	387	109
aTSS+2621785	CP006471	aTSS	+	2621785	M744_RS12970	6	mapped	exact_current_locus_id	M744_RS12970	-1.07213110073254	0.00746622958143137	-2.74181351147719	1.22468572997919e-10	0.97682951699609	0.024000262068826	375	219	24	47	19	24	666	218
iTSS+330479	CP006471	iTSS	+	330479	M744_RS01745	416	mapped	exact_current_locus_id	M744_RS01745	-0.87613446602525	0.00454620874039038	0.334202226438768	0.284580212305853	0.0830522098058941	0.859534259679536	596	411	59	75	292	318	537	233
iTSS+2353201	CP006471	iTSS	+	2353201	M744_RS11640	375	mapped	exact_current_locus_id	M744_RS11640	0.368853083241422	0.14935190357733	0.381107948129459	0.14286169699206	0.298112967455475	0.366073565465732	504	510	129	195	292	346	629	272
aTSS-1548217	CP006471	aTSS	-	1548217	M744_RS07890	389	mapped	exact_current_locus_id	M744_RS07890	-2.97899970280365	4.94184256704053e-12	0.705424732831039	0.0337013649327081	0.0424994721334842	0.940624815422477	337	425	9	15	240	369	455	142
iTSS+2156844	CP006471	iTSS	+	2156844	M744_RS10695	654	mapped	exact_current_locus_id	M744_RS10695	0.672629212025698	0.0574863347560601	-1.09411907048273	0.0033687102178105	1.2475642679387	0.00128870964794095	233	241	92	88	51	56	662	200
iTSS-2295044	CP006471	iTSS	-	2295044	M744_RS11345	483	mapped	exact_current_locus_id	M744_RS11345	1.01056470740933	0.00217224446341714	-2.15681971523316	4.99277754378148e-09	0.776144961989964	0.0499531346933863	400	244	134	184	37	32	596	221
aTSS+1991443	CP006471	aTSS	+	1991443	M744_RS09895	472	mapped	exact_current_locus_id	M744_RS09895	0.347701625652475	0.20986534634495	-0.702326828416387	0.0125323997797796	0.0696587269334968	0.872171594520519	516	513	124	202	138	168	588	214
aTSS-2273762	CP006471	aTSS	-	2273762	M744_RS11250	792	mapped	exact_current_locus_id	M744_RS11250	0.879471564358881	0.00177172796207387	-0.0288585314513357	0.932630589193836	-0.0712598420239016	0.877465150881598	333	331	106	202	137	179	297	149
nTSS+527485	CP006471	nTSS	+	527485			unassociated	source_locus_missing		-0.474593109951743	0.12847337457064	-0.234782573093387	0.481337721272708	-0.677675813984295	0.0643919994965254	679	627	66	177	233	306	432	168
nTSS-603765	CP006471	nTSS	-	603765			unassociated	source_locus_missing		-1.16559415146779	0.000340648764638969	-2.46617753956248	1.90948450378811e-13	0.504037495275034	0.184534198870212	490	442.5	50	50	41	40	629.5	307
nTSS+2690303	CP006471	nTSS	+	2690303			unassociated	source_locus_missing		-1.16559415146779	0.000340648764638969	-2.46617753956248	1.90948450378811e-13	0.504037495275034	0.184534198870212	490	442.5	50	50	41	40	629.5	307
aTSS+2539752	CP006471	aTSS	+	2539752	M744_RS12515	338	mapped	exact_current_locus_id	M744_RS12515	0.962851298205101	0.000418470670453391	-1.14072929515762	0.000104339639341781	0.481064425197488	0.160326002249997	341	349	132	201	71	80	494	206
aTSS+1784775	CP006471	aTSS	+	1784775	M744_RS09005	230	mapped	exact_current_locus_id	M744_RS09005	-4.78740022966713	6.37319412896332e-11	1.21863753139905	0.000170625469316447	-0.0355823542390417	0.950709311794911	315	235	0	5	258	366	243	131
aTSS+2329085	CP006471	aTSS	+	2329085	M744_RS11510	515	mapped	exact_current_locus_id	M744_RS11510	-0.507254015408661	0.0999924438259297	0.942049276611474	0.000935039457801545	0.669933988508987	0.0471463808635951	334	365	54	66	288	363	609	219
aTSS-1812893	CP006471	aTSS	-	1812893	M744_RS09135	803	mapped	exact_current_locus_id	M744_RS09135	0.704981902097089	0.0176188655008	0.247943449874011	0.444662764283957	-0.21645634430371	0.610833747911818	359	350	94	200	172	238	267	154
nTSS+271498	CP006471	nTSS	+	271498			unassociated	source_locus_missing		-4.0015347696583	1.85964544146242e-14	-1.17872693352178	0.0010905036438165	0.43776513402833	0.336622082211654	508	346	7	6	70	115	475	305
iTSS-2194303	CP006471	iTSS	-	2194303	M744_RS10855	136	mapped	exact_current_locus_id	M744_RS10855	-1.16576852182674	0.00332705350343312	1.66854894110866	4.2882786106207e-07	0.0622391792234578	0.91630384006595	191	182	17	24	220	363	217	74
aTSS+2594418	CP006471	aTSS	+	2594418	M744_RS12850	42	mapped	exact_current_locus_id	M744_RS12850	-0.612722099215677	0.122496984157076	1.49811046376502	2.40081117702816e-05	0.297574661118946	0.561320713579117	240	167	29	36	205	362	197	137
iTSS-1153469	CP006471	iTSS	-	1153469	M744_RS05940	823	mapped	exact_current_locus_id	M744_RS05940	-1.50943202076532	0.000320145018336875	1.46189510394236	4.17666131987347e-05	-0.493711723553605	0.303870861527868	161	286	15	24	242	361	155	72
iTSS+28857	CP006472	iTSS	+	28857	M744_RS13455	851	mapped	exact_current_locus_id	M744_RS13455	-1.24636439565302	0.000126176158988669	0.0322999743105068	0.927081506100164	0.584744606642984	0.102349582653016	387	396	35	46	159	232.5	648	229
aTSS+458778	CP006471	aTSS	+	458778	M744_RS02420	170	mapped	exact_current_locus_id	M744_RS02420	-0.625137156866375	0.0552847438051016	-1.63019988616624	5.84762128235527e-07	0.213655360120504	0.633118564298288	567	432	56	107	76	79	647	222
aTSS+1603587	CP006471	aTSS	+	1603587	M744_RS08180	262	mapped	exact_current_locus_id	M744_RS08180	-1.95539749552634	1.20366424866879e-10	-0.445081436443239	0.115365700671477	0.0469079084196436	0.919678151140818	610	613	27	52	190	246	647	271
iTSS+2127273	CP006471	iTSS	+	2127273	M744_RS10555	101	mapped	exact_current_locus_id	M744_RS10555	-0.194341288631758	0.567757827087396	-0.820253379900531	0.0134449058822163	0.418481253588343	0.31209363882793	584	357	74	132	128	127	647	268
iTSS-1489836	CP006471	iTSS	-	1489836	M744_RS07620	1396	mapped	exact_current_locus_id	M744_RS07620	-4.27769128266448	1.82063204752783e-21	-0.429142075353033	0.138037392800162	0.0765376646959921	0.86165554715317	635	611	5	11	183	269	632	302
aTSS+1767603	CP006471	aTSS	+	1767603	M744_RS08920	30	mapped	exact_current_locus_id	M744_RS08920	-2.25383885711714	7.03074071526274e-06	1.61637621880632	2.51766027098067e-05	-0.947044010176317	0.0499580027195646	136	234	9	10	201	360	91	45
nTSS+2347238	CP006471	nTSS	+	2347238			unassociated	source_locus_missing		0.287688491761695	0.301361601774599	0.380150397229218	0.174304891810297	-0.306007748498159	0.397789450514892	466	497	113	179	254	357	340	197
aTSS-13784	CP006471	aTSS	-	13784	M744_RS00080	143	mapped	exact_current_locus_id	M744_RS00080	-0.378571376096851	0.284718311970523	-1.97375173130179	3.98171375904191e-08	0.966346221376487	0.0105425648445631	408	258	58	66	37	45	625	299
aTSS+206229	CP006471	aTSS	+	206229	M744_RS01100	38	mapped	exact_current_locus_id	M744_RS01100	-1.11806453501546	0.00251570045847362	-0.304005086199711	0.435123450160581	-0.706055733761001	0.107483585567456	328	652	47	64	159	229	286	140
aTSS-582607	CP006471	aTSS	-	582607	M744_RS03050	213	mapped	exact_current_locus_id	M744_RS03050	2.43395197998942	1.50593052516257e-10	-2.46234022318609	2.52540320163755e-06	1.42919377577734	0.00118077665472858	122	81	129	133	6	12	314	100
aTSS-2082900	CP006471	aTSS	-	2082900	M744_RS10375	976	mapped	exact_current_locus_id	M744_RS10375	-1.15234395352311	0.000665561189667672	-1.68594809922473	5.35031129387507e-07	-0.708790863666396	0.0723220074670386	490	649	53	73	94	74	358	149
aTSS+2055525	CP006471	aTSS	+	2055525	M744_RS10275	1075	mapped	exact_current_locus_id	M744_RS10275	0.452286780079426	0.119895931671866	-1.05182917622917	0.000430994905371248	-0.161342926427096	0.707297295685095	447	420	128	161	88	115	334	198
aTSS-1809667	CP006471	aTSS	-	1809667	M744_RS09120	570	mapped	exact_current_locus_id	M744_RS09120	-0.94852434442866	0.0111779673706302	1.44521294697926	8.67237228721348e-06	-0.0602185743292365	0.917210851550656	223	217	16	42	235	351	184	107
iTSS-1434734	CP006471	iTSS	-	1434734	M744_RS07340	155	mapped	exact_current_locus_id	M744_RS07340	0.594966406812402	0.0646670864156688	1.61174829218573	9.65824141402258e-08	-0.135336857537949	0.782567598679428	175	220	55	94	277	304	169	85
nTSS+2081123	CP006471	nTSS	+	2081123			unassociated	source_locus_missing		-0.31355224462383	0.341735757020599	1.0479520862495	0.000471529684238913	0.216776719924971	0.61451554587356	303	283	39	80	277	306	366	137
aTSS+2094343	CP006471	aTSS	+	2094343	M744_RS10435	699	mapped	exact_current_locus_id	M744_RS10435	-3.81760923081259	3.38878730305425e-05	2.88392050200707	1.12879840124274e-15	-0.352964539771867	0.529219259189831	90	84	3	0	273	350	56	37
iTSS-103923	CP006471	iTSS	-	103923	M744_RS00535	514	mapped	exact_current_locus_id	M744_RS00535	-1.98109788482341	3.57537809350393e-08	0.629062921304895	0.0454368813428952	-0.0374868397018677	0.94495702061575	458	328	16	34	276	309	384	168
aTSS-600801	CP006471	aTSS	-	600801	M744_RS03165	134	mapped	exact_current_locus_id	M744_RS03165	0.391454391314165	0.210290598691392	1.01901883724758	0.000657546940193628	0.263508992505866	0.534228002342637	321	296	91	105	276	328	418	139
iTSS+992862	CP006471	iTSS	+	992862	M744_RS05165	1039	mapped	exact_current_locus_id	M744_RS05165	2.09796032878563	7.86183207115251e-10	-1.84598980357621	1.03418524160204e-05	1.38510239661367	0.000378385765733369	162	128	127	178	18	21	455	129
aTSS-1632669	CP006471	aTSS	-	1632669	M744_RS08275	1786	mapped	exact_current_locus_id	M744_RS08275	0.518294683436562	0.124483856855965	-0.76573757786181	0.028444195284683	0.0479176674084515	0.934667356214831	397	421	127	158	95	140	529	134
iTSS-2168367	CP006471	iTSS	-	2168367	M744_RS10735	1361	mapped	exact_current_locus_id	M744_RS10735	0.755556752436643	0.0360787477124419	0.0310724388247577	0.940574039212561	-0.494733606157474	0.295240334770381	232	443	127	149	168	162	253	99
iTSS+2214069	CP006471	iTSS	+	2214069	M744_RS10975	165	mapped	exact_current_locus_id	M744_RS10975	2.23754861119816	8.32793719999505e-09	-2.35166160680184	1.97434117185824e-06	0.822966642520371	0.0931131072423009	129	132	127	175	9	16	306	64
aTSS-117155	CP006471	aTSS	-	117155	M744_RS00610	565	mapped	exact_current_locus_id	M744_RS00610	-1.90497761727648	4.332127464227e-10	-0.286364336601521	0.33078332241196	-0.200955472900148	0.603849570030117	647	558	30	50	215	263	536	225
iTSS-694460	CP006471	iTSS	-	694460	M744_RS03660	180	unmapped	source_locus_absent_from_current_cds		-0.967624500690956	0.00748264127204465	1.12796185789072	0.00057752491230517	-0.561839108876147	0.183082741125024	259	305	19	55	275	320	197	81
aTSS-1017246	CP006471	aTSS	-	1017246	M744_RS05300	137	mapped	exact_current_locus_id	M744_RS05300	-1.80957628793393	2.70004877422807e-07	0.854571846974486	0.00387904037060368	-0.00373577808389562	0.993908989107247	358	314	21	26	247	345	346	142
iTSS+1722231	CP006471	iTSS	+	1722231	M744_RS08680	2135	mapped	exact_current_locus_id	M744_RS08680	-2.63216604957355	1.27530108809126e-09	0.855995323396017	0.00853539784888115	1.00582938940172	0.00585531666052036	342	231	8	15	215	289	619	232
iTSS+2221452	CP006471	iTSS	+	2221452	M744_RS11010	328	mapped	exact_current_locus_id	M744_RS11010	0.393207341878581	0.151100593194182	-2.25386059720436	3.50663582101576e-14	0.21232134925567	0.573735202670342	471	473	119	189	42	54	539	245
iTSS+831674	CP006471	iTSS	+	831674	M744_RS04285	75	mapped	exact_current_locus_id	M744_RS04285	-1.17210224183699	0.000846014942524816	1.32390402532365	9.44033387855386e-06	-0.529226531269182	0.176047088381015	257	246	23	32	271	339	157	86
aTSS+159929	CP006471	aTSS	+	159929	M744_RS00850	50	mapped	exact_current_locus_id	M744_RS00850	-0.90392379985701	0.0759113621276484	2.96594341619266	8.61005298420239e-15	-0.00768251601743254	0.990795351745054	89	67	12	8	251	342	60	44
aTSS-2254576	CP006471	aTSS	-	2254576	M744_RS11155	1481	mapped	exact_current_locus_id	M744_RS11155	0.015803431216915	0.959957821549785	1.03506038695184	0.000155673570810934	0.117871873991562	0.783560263779725	300	307	60	92	262	342	314	153
aTSS-2273816	CP006471	aTSS	-	2273816	M744_RS11250	846	mapped	exact_current_locus_id	M744_RS11250	-3.7358327113882	7.92185092334421e-13	0.93293867996786	0.00394721680365097	-0.280601422250957	0.543183845929587	385	267	6	6	262	342	247	129
aTSS-2503097	CP006471	aTSS	-	2503097	M744_RS12320	37	unmapped	source_locus_absent_from_current_cds		-1.80401694454999	2.47429540299326e-07	0.406268329793743	0.220301320816225	-0.598145497753066	0.126545601281289	568	370	28	38	262	341	271	156
nTSS-350446	CP006471	nTSS	-	350446			unassociated	source_locus_missing		-2.88578826446711	4.58045773537241e-11	-1.45017736303168	2.23603287446929e-05	0.855234190080992	0.0214442777338866	332	315	6	16	55	59	610	246
iTSS-519487	CP006471	iTSS	-	519487	M744_RS02745	2328	mapped	exact_current_locus_id	M744_RS02745	-2.2600736811861	2.276454361832e-10	0.345540721902695	0.280976191643032	-0.484237688693127	0.207312996892722	499	416	20	27	267	292	278	169
iTSS+869890	CP006471	iTSS	+	869890	M744_RS04475	180	mapped	exact_current_locus_id	M744_RS04475	-1.43599146515097	1.03901735777646e-05	0.106865216371114	0.761225200127546	-0.0799491103397164	0.870707310835571	574	495	48	47	225	338	562	195
aTSS-1596567	CP006471	aTSS	-	1596567	M744_RS08145	137	mapped	exact_current_locus_id	M744_RS08145	1.04439147210852	0.00751274465678691	-1.58471173761786	0.000155636199134664	-0.786941598920541	0.111558890956147	200	384	122	175	34	62	124	98
iTSS-439832	CP006471	iTSS	-	439832	M744_RS02325	60	mapped	exact_current_locus_id	M744_RS02325	-1.7389740205397	0.000757625728536656	2.31908449612427	1.30777086654027e-09	-0.336349824478875	0.560769948605389	154	85	5	13	245	335	101	38
iTSS-1132313	CP006471	iTSS	-	1132313	M744_RS05880	1832	mapped	exact_current_locus_id	M744_RS05880	-2.25812395099976	4.40751556790088e-10	0.619104342713433	0.0393593580211418	0.0166079696289192	0.973903504960881	380	400	18	22	264	315	428	157
iTSS-1000292	CP006471	iTSS	-	1000292	M744_RS05195	113	mapped	exact_current_locus_id	M744_RS05195	-0.844310708376131	0.0381400630258416	2.24121528454945	2.38994326454059e-12	0.285894646982421	0.55072628711365	119	135	14	21	250	334	144	74
iTSS-1552441	CP006471	iTSS	-	1552441	M744_RS07910	11	mapped	exact_current_locus_id	M744_RS07910	-0.784145048493988	0.187530160038931	3.77525097085547	2.95414423947946e-22	0.134412873728005	0.849899155500259	45	38	4	8	222	334	39	24
aTSS-2206267	CP006471	aTSS	-	2206267	M744_RS10930	917	mapped	exact_current_locus_id	M744_RS10930	-0.135848034072918	0.681186220273031	-1.79548901207208	4.25136671941896e-08	0.519459741292367	0.171332266035166	408	379	82	91	42	69	598	232
iTSS-12563	CP006471	iTSS	-	12563	M744_RS00060	163	mapped	exact_current_locus_id	M744_RS00060	-0.514044803884585	0.0914554790018536	-0.0300680982584842	0.931077346170996	0.274986811194152	0.493167602533899	591	406	62	113	213	259	576	279
nTSS-1041411	CP006471	nTSS	-	1041411			unassociated	source_locus_missing		-1.10026590563158	0.0141643753179322	-1.25328726250764	0.00398673417918202	1.17487292746599	0.0118132134239605	219	189	19	28	31	53	597	137
aTSS-1874713	CP006471	aTSS	-	1874713	M744_RS09365	1145	mapped	exact_current_locus_id	M744_RS09365	0.747506717283458	0.0399773327144306	1.55408496063602	9.4092484990065e-06	-0.572309168919854	0.221098844409477	181	192	59	97	206	332	157	38
iTSS-1535814	CP006471	iTSS	-	1535814	M744_RS07845	199	mapped	exact_current_locus_id	M744_RS07845	-1.09175804534283	0.00251570045847362	-2.39099200026718	1.02532944436699e-10	-0.808976544864837	0.0530541368445626	365	610	46	67	41	49	288	118
iTSS+758790	CP006471	iTSS	+	758790	M744_RS03955	267	mapped	exact_current_locus_id	M744_RS03955	-0.367816571575592	0.22502843171448	-0.675937643375737	0.0242913048047195	0.193282675530823	0.640019044668265	434	602	84	113	146	167	559	278
iTSS-452533	CP006471	iTSS	-	452533	M744_RS13645	414	mapped	exact_current_locus_id	M744_RS13645	0.0163696956984397	0.963743701015565	1.14821837861245	0.000298977118295722	-0.561749198714006	0.170882134003844	244	258	46	81	215	330	192	63
iTSS-125606	CP006471	iTSS	-	125606	M744_RS00665	710	mapped	exact_current_locus_id	M744_RS00665	-1.03944302688406	0.000530092369871172	0.108427745828907	0.738352720775748	-0.0205897935683987	0.967354354432063	463	563	51	72	213	329	464	244
iTSS-2095378	CP006471	iTSS	-	2095378	M744_RS10440	483	mapped	exact_current_locus_id	M744_RS10440	-0.827798783983194	0.00778452268693629	-0.140336425207044	0.676558596946927	0.339955159851272	0.382674754438274	390	480	43	80	177	204	486	275
nTSS-390887	CP006471	nTSS	-	390887			unassociated	source_locus_missing		1.71206565724225	3.74532283928098e-06	2.49041850887331	4.00368166849678e-12	0.991641328627862	0.0235277331443863	76	99	51	93	161	328	181	73
aTSS+2616081	CP006471	aTSS	+	2616081	M744_RS12945	832	mapped	exact_current_locus_id	M744_RS12945	-1.64739191459566	0.00161405422708331	2.45829922003126	7.05487234478191e-12	0.499761224147839	0.31005677332248	100	90	6	9	187	328	127	63
aTSS+1425301	CP006471	aTSS	+	1425301	M744_RS07285	157	mapped	exact_current_locus_id	M744_RS07285	1.24219652633636	5.32126698203539e-05	-0.688988470664588	0.0409783176172693	0.364608778125853	0.383096417571038	224	233	93	180	63	74	311	121
aTSS-2136425	CP006471	aTSS	-	2136425	M744_RS10595	1406	mapped	exact_current_locus_id	M744_RS10595	0.257883360901056	0.409439719373102	0.464192290841594	0.134803837306201	0.383421343548044	0.323014367312228	381	386	85	144	222	292	586	178
nTSS-1440042	CP006471	nTSS	-	1440042			unassociated	source_locus_missing		-0.421128850109046	0.425975043348171	2.46834704784583	1.84620150803129e-08	0.602664534730892	0.31005677332248	105	60	14	16	132	326	135	50
aTSS+2472373	CP006471	aTSS	+	2472373	M744_RS12165	122	mapped	exact_current_locus_id	M744_RS12165	0.0155602898171224	0.958958180990391	0.00100060986612329	0.997545876161324	0.398924393412663	0.24714223330096	496	412	85	144	209	228	582	272
iTSS+1392398	CP006471	iTSS	+	1392398	M744_RS07140	1077	mapped	exact_current_locus_id	M744_RS07140	0.983299346054932	0.00153010633173802	-0.48085927915874	0.154001759765393	0.245702351114509	0.579465501245205	306	273	118	163	94	106	397	124
aTSS-1919721	CP006471	aTSS	-	1919721	M744_RS09565	1238	mapped	exact_current_locus_id	M744_RS09565	0.494027423249691	0.0853339240337981	0.330636826674484	0.271462326956067	0.494052115580892	0.156709716250719	372	393	118	144	186	285	572	221
aTSS-1431929	CP006471	aTSS	-	1431929	M744_RS07325	440	mapped	exact_current_locus_id	M744_RS07325	-1.30873389242814	0.000411322087742604	0.965025300169326	0.00347052891300377	-0.275826157127835	0.559811518801178	238	333	23	34	221	324	201	122
